Data File,Dataset Type,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),Version,Sub-Category 1,Sub-Category 2,Sub-Category 3
C96_ERA5_forcing_2020-11-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-14.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-31.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-26.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-30.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-26.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-14.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-20.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-31.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-26.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-10-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-24.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-20.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-24.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-26.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-30.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-24.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-24.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-31.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-30.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-20.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-26.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-30.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-26.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-31.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-20.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-30.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-10.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-10.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-19.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-30.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-01.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-12.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-17.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-27.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-14.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-05.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-06.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-20.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-14.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-25.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-31.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-24.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-22.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-02.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-01-10.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-10.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-12-07.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-29.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-08-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-03.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-18.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-11-11.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-23.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-08.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-21.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-04.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-09-09.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-02-28.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-05-24.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2019-12-16.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-04-15.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-03-20.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-07-14.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2020-10-13.nc,,96,,.nc,12313780,,forcing,C96,datm
C96_ERA5_forcing_2021-06-18.nc,,96,,.nc,12313780,,forcing,C96,datm
ufs-land_C96_init_2010-12-31_23-00-00.nc,,96,,.nc,1321296,,forcing,,init
ufs-land_C96_static_fields.nc,,96,,.nc,7991744,,forcing,,static
oro_C96.mx100.tile2.nc,,96,100,.nc,834883,,forcing,,orog_files
oro_C96.mx100.tile4.nc,,96,100,.nc,834883,,forcing,,orog_files
oro_C96.mx100.tile6.nc,,96,100,.nc,834883,,forcing,,orog_files
oro_C96.mx100.tile3.nc,,96,100,.nc,834883,,forcing,,orog_files
oro_C96.mx100.tile5.nc,,96,100,.nc,834883,,forcing,,orog_files
oro_C96.mx100.tile1.nc,,96,100,.nc,834883,,forcing,,orog_files
ghcn_snwd_ioda_20191229.nc,,,,.nc,709069,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191202.nc,,,,.nc,756437,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191218.nc,,,,.nc,824274,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191210.nc,,,,.nc,713148,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191209.nc,,,,.nc,719345,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191205.nc,,,,.nc,819326,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191221.nc,,,,.nc,777701,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191215.nc,,,,.nc,714440,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191226.nc,,,,.nc,704339,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191203.nc,,,,.nc,753292,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191220.nc,,,,.nc,799744,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191231.nc,,,,.nc,821610,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191214.nc,,,,.nc,782670,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191223.nc,,,,.nc,706007,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191224.nc,,,,.nc,775872,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191206.nc,,,,.nc,708843,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191212.nc,,,,.nc,819014,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191230.nc,,,,.nc,729992,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191213.nc,,,,.nc,707773,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191227.nc,,,,.nc,782771,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191228.nc,,,,.nc,708174,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191225.nc,,,,.nc,773582,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191216.nc,,,,.nc,867381,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191201.nc,,,,.nc,800800,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191207.nc,,,,.nc,703525,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191217.nc,,,,.nc,752763,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191219.nc,,,,.nc,730404,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191208.nc,,,,.nc,703323,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191222.nc,,,,.nc,701210,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191204.nc,,,,.nc,823777,,DA,data_proc,GHCN
ghcn_snwd_ioda_20191211.nc,,,,.nc,825097,,DA,data_proc,GHCN
fake_ghcn_snwd_ioda_20000102.nc,,,,.nc,826472,,DA,data_proc,GHCN
fake_ghcn_snwd_ioda_20000103.nc,,,,.nc,953098,,DA,data_proc,GHCN
oro_data.tile2.nc,,,,.nc,829786,,UFS_WM,,ORO_FLAKE
oro_data.tile5.nc,,,,.nc,829786,,UFS_WM,,ORO_FLAKE
oro_data.tile4.nc,,,,.nc,829786,,UFS_WM,,ORO_FLAKE
oro_data.tile6.nc,,,,.nc,829786,,UFS_WM,,ORO_FLAKE
oro_data.tile3.nc,,,,.nc,829786,,UFS_WM,,ORO_FLAKE
oro_data.tile1.nc,,,,.nc,829786,,UFS_WM,,ORO_FLAKE
oro_data_ss.tile4.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
C96_grid.tile3.nc,,96,,.nc,2094971,,UFS_WM,,INPUT_L127_atm
C96_grid.tile4.nc,,96,,.nc,2094971,,UFS_WM,,INPUT_L127_atm
oro_data_ls.tile5.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
C96_grid.tile5.nc,,96,,.nc,2094971,,UFS_WM,,INPUT_L127_atm
oro_data_ls.tile6.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
gfs_data.tile1.nc,,,,.nc,138283253,,UFS_WM,,INPUT_L127_atm
oro_data_ls.tile4.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
oro_data_ss.tile2.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
oro_data_ls.tile1.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
gfs_data.tile6.nc,,,,.nc,138283253,,UFS_WM,,INPUT_L127_atm
C96_mosaic.nc,,96,,.nc,22010,,UFS_WM,,INPUT_L127_atm
C96_grid.tile2.nc,,96,,.nc,2094971,,UFS_WM,,INPUT_L127_atm
gfs_data.tile5.nc,,,,.nc,138283253,,UFS_WM,,INPUT_L127_atm
sfc_data.tile5.nc,,,,.nc,4699919,,UFS_WM,,INPUT_L127_atm
oro_data_ss.tile6.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
gfs_ctrl.nc,,,,.nc,8553,,UFS_WM,,INPUT_L127_atm
gfs_data.tile4.nc,,,,.nc,138283253,,UFS_WM,,INPUT_L127_atm
sfc_data.tile1.nc,,,,.nc,4699919,,UFS_WM,,INPUT_L127_atm
oro_data_ss.tile3.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
sfc_data.tile3.nc,,,,.nc,4699919,,UFS_WM,,INPUT_L127_atm
sfc_data.tile4.nc,,,,.nc,4699919,,UFS_WM,,INPUT_L127_atm
oro_data_ss.tile5.nc,,,,.nc,369108,,UFS_WM,,INPUT_L127_atm
sfc_data.tile2.nc,,,,.nc,4699919,,UFS_WM,,INPUT_L127_atm
