Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),Sub-Category 1,Sub-Category 2,Sub-Category 3,Sub-Category 4,Sub-Category 5
C96_ERA5_forcing_2021-06-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-26.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-30.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-03.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-06.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-26.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-19.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-20.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-17.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-20.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-20.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-30.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-03.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-19.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-24.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-26.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-30.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-17.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-17.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-22.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-22.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-08.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-03.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-03.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-26.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-24.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-28.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-20.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-17.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-02.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-31.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-20.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-06.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-19.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-26.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-28.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-02.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-22.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-02.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-20.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-31.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-31.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-28.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-05.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-28.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-24.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-01.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-30.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-28.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-31.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-08.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-25.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-02.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-02.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-06.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-23.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-26.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-30.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-06.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-10.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-03-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-03.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-30.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-13.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-28.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-11.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-02.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-31.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-07.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-02-22.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-22.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-24.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-09.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-08.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-19.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-15.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-24.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-17.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-08.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-29.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-03.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-12-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-06.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-08.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-08.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-09-21.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2019-12-17.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-10-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2020-11-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-04-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-16.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-06-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-19.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-01-18.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-07-04.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-08-27.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-12.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
C96_ERA5_forcing_2021-05-14.nc,Landda_develop_data,era5,96,,.nc,12313780,forcing,datm,C96,inputs,
