Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),Sub-Category 1,Sub-Category 2,Sub-Category 3,Sub-Category 4,Sub-Category 5
ne_110m_admin_0_boundary_lines_land.shx,Landda_develop_data,shapefiles,,,.shx,1588,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_scale_rank.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_sovereignty.README.html,Landda_develop_data,shapefiles,,,.html,24562,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.dbf,Landda_develop_data,shapefiles,,,.dbf,950401,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_seams.shx,Landda_develop_data,shapefiles,,,.shx,196,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lakes.README.html,Landda_develop_data,shapefiles,,,.html,25029,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_airports.shx,Landda_develop_data,shapefiles,,,.shx,2348,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_urban_areas.shp,Landda_develop_data,shapefiles,,,.shp,692704,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_land.shp,Landda_develop_data,shapefiles,,,.shp,1299304,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lines.shx,Landda_develop_data,shapefiles,,,.shx,81012,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_pacific_groupings.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_units.README.html,Landda_develop_data,shapefiles,,,.html,27305,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_units.README.html,Landda_develop_data,shapefiles,,,.html,100958,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_scale_rank.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries_lakes.dbf,Landda_develop_data,shapefiles,,,.dbf,546979,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_scale_rank.README.html,Landda_develop_data,shapefiles,,,.html,24562,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_map_units.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.dbf,Landda_develop_data,shapefiles,,,.dbf,51346,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_units.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_units.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_scale_rank.shx,Landda_develop_data,shapefiles,,,.shx,13180,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points_details.dbf,Landda_develop_data,shapefiles,,,.dbf,41258755,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_urban_areas.README.html,Landda_develop_data,shapefiles,,,.html,21868,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lakes.shp,Landda_develop_data,shapefiles,,,.shp,559392,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_disputed_areas.README.html,Landda_develop_data,shapefiles,,,.html,26309,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_map_units.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_sovereignty.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries_scale_rank.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries.README.html,Landda_develop_data,shapefiles,,,.html,27305,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.shp,Landda_develop_data,shapefiles,,,.shp,116384,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.shp,Landda_develop_data,shapefiles,,,.shp,9015668,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_boundary_lines_land.dbf,Landda_develop_data,shapefiles,,,.dbf,30883,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries.README.html,Landda_develop_data,shapefiles,,,.html,23723,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_boundary_lines_land.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points_details.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lines.dbf,Landda_develop_data,shapefiles,,,.dbf,39669,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries.shx,Landda_develop_data,shapefiles,,,.shx,708,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places_simple.shp,Landda_develop_data,shapefiles,,,.shp,205704,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_ports.README.html,Landda_develop_data,shapefiles,,,.html,31737,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads_north_america.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries.shx,Landda_develop_data,shapefiles,,,.shx,1516,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,2228,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_ports.shp,Landda_develop_data,shapefiles,,,.shp,4104,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces.shp,Landda_develop_data,shapefiles,,,.shp,20997380,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_scale_rank.shx,Landda_develop_data,shapefiles,,,.shx,2420,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lakes.shx,Landda_develop_data,shapefiles,,,.shx,508,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.shp,Landda_develop_data,shapefiles,,,.shp,30272,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank_minor_islands.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lakes.shx,Landda_develop_data,shapefiles,,,.shx,900,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,21208692,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,4729,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_disputed_areas.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_scale_rank.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_airports.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_ports.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claims.shp,Landda_develop_data,shapefiles,,,.shp,238380,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lines.README.html,Landda_develop_data,shapefiles,,,.html,24714,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_airports.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_area.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_map_units.README.html,Landda_develop_data,shapefiles,,,.html,24562,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads.shx,Landda_develop_data,shapefiles,,,.shx,203404,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.README.html,Landda_develop_data,shapefiles,,,.html,23671,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_sovereignty.dbf,Landda_develop_data,shapefiles,,,.dbf,401034,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries_lakes.shp,Landda_develop_data,shapefiles,,,.shp,1652184,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lakes.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_populated_places.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_pacific_groupings.dbf,Landda_develop_data,shapefiles,,,.dbf,2763,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries.dbf,Landda_develop_data,shapefiles,,,.dbf,546979,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_map_units.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_ports.dbf,Landda_develop_data,shapefiles,,,.dbf,432593,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads.shp,Landda_develop_data,shapefiles,,,.shp,23766908,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.shx,Landda_develop_data,shapefiles,,,.shx,300,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.shp,Landda_develop_data,shapefiles,,,.shp,8920,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_sovereignty.README.html,Landda_develop_data,shapefiles,,,.html,27305,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_land.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_disputed_areas.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_units.dbf,Landda_develop_data,shapefiles,,,.dbf,601794,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_urban_areas.dbf,Landda_develop_data,shapefiles,,,.dbf,171601,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_map_units.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places_simple.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries.README.html,Landda_develop_data,shapefiles,,,.html,23632,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points.shx,Landda_develop_data,shapefiles,,,.shx,90372,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_maritime_indicator.shp,Landda_develop_data,shapefiles,,,.shp,78652,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_time_zones.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_time_zones.shx,Landda_develop_data,shapefiles,,,.shx,1060,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,92359,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_scale_rank.dbf,Landda_develop_data,shapefiles,,,.dbf,44918,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.dbf,Landda_develop_data,shapefiles,,,.dbf,248162,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_line.shx,Landda_develop_data,shapefiles,,,.shx,332,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_ports.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries_lakes.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_sovereignty.README.html,Landda_develop_data,shapefiles,,,.html,100958,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_sovereignty.shp,Landda_develop_data,shapefiles,,,.shp,180400,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claims.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces.dbf,Landda_develop_data,shapefiles,,,.dbf,89645,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_subunits.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_subunits.shp,Landda_develop_data,shapefiles,,,.shp,1626900,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads_north_america.README.html,Landda_develop_data,shapefiles,,,.html,23070,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_land.README.html,Landda_develop_data,shapefiles,,,.html,26515,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_countries.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lakes.dbf,Landda_develop_data,shapefiles,,,.dbf,89645,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas.README.html,Landda_develop_data,shapefiles,,,.html,22914,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_tiny_countries.dbf,Landda_develop_data,shapefiles,,,.dbf,167570,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_ports.README.html,Landda_develop_data,shapefiles,,,.html,26032,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_railroads_north_america.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries_lakes.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries_lakes.dbf,Landda_develop_data,shapefiles,,,.dbf,375450,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lines.shx,Landda_develop_data,shapefiles,,,.shx,1716,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places_simple.README.html,Landda_develop_data,shapefiles,,,.html,27234,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_seams.README.html,Landda_develop_data,shapefiles,,,.html,24633,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces.dbf,Landda_develop_data,shapefiles,,,.dbf,11597946,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_scale_rank_minor_islands.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.README.html,Landda_develop_data,shapefiles,,,.html,26630,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lakes.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_map_units.README.html,Landda_develop_data,shapefiles,,,.html,26515,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places_simple.shx,Landda_develop_data,shapefiles,,,.shx,2044,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_disputed_areas.shp,Landda_develop_data,shapefiles,,,.shp,57496,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_scale_rank.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
README.md,Landda_develop_data,shapefiles,,,.md,4692,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_sovereignty.shx,Landda_develop_data,shapefiles,,,.shx,1700,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads_north_america.README.html,Landda_develop_data,shapefiles,,,.html,24819,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_boundary_lines_land.shp,Landda_develop_data,shapefiles,,,.shp,55844,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_map_units.shx,Landda_develop_data,shapefiles,,,.shx,220,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_subunits.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_sovereignty.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads_north_america.shp,Landda_develop_data,shapefiles,,,.shp,67280436,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_pacific_groupings.dbf,Landda_develop_data,shapefiles,,,.dbf,2806,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_tiny_countries.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_disputed_areas.dbf,Landda_develop_data,shapefiles,,,.dbf,43284,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_lines_disputed_areas.shp,Landda_develop_data,shapefiles,,,.shp,10452,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_map_units.dbf,Landda_develop_data,shapefiles,,,.dbf,2870,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_breakaway_disputed_areas_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,30656,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas.shp,Landda_develop_data,shapefiles,,,.shp,198872,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_airports.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas_landscan.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_map_units.shp,Landda_develop_data,shapefiles,,,.shp,5932,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places.README.html,Landda_develop_data,shapefiles,,,.html,23908,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_pacific_groupings.shp,Landda_develop_data,shapefiles,,,.shp,21300,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places.shx,Landda_develop_data,shapefiles,,,.shx,58844,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_maritime_indicator.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_point.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_ports.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lines.prj,Landda_develop_data,shapefiles,,,.prj,143,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places_simple.shp,Landda_develop_data,shapefiles,,,.shp,6904,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces.shx,Landda_develop_data,shapefiles,,,.shx,900,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places_simple.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries_lakes.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claims.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_boundary_map_units.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads.dbf,Landda_develop_data,shapefiles,,,.dbf,41942366,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_pacific_groupings.shx,Landda_develop_data,shapefiles,,,.shx,604,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads.README.html,Landda_develop_data,shapefiles,,,.html,24819,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_maritime_indicator.dbf,Landda_develop_data,shapefiles,,,.dbf,77829,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads_north_america.shx,Landda_develop_data,shapefiles,,,.shx,393564,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_0_countries_lakes.shp,Landda_develop_data,shapefiles,,,.shp,182764,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_lakes.shp,Landda_develop_data,shapefiles,,,.shp,21204160,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.shp,Landda_develop_data,shapefiles,,,.shp,205788,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_populated_places.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_map_subunits.shx,Landda_develop_data,shapefiles,,,.shx,2956,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_map_units.dbf,Landda_develop_data,shapefiles,,,.dbf,4067,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_label_points_details.shp,Landda_develop_data,shapefiles,,,.shp,130216,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces_lakes.shp,Landda_develop_data,shapefiles,,,.shp,39152,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces.README.html,Landda_develop_data,shapefiles,,,.html,29480,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_seams.dbf,Landda_develop_data,shapefiles,,,.dbf,1215,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces.shp,Landda_develop_data,shapefiles,,,.shp,40844,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_1_states_provinces_lakes.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.README.html,Landda_develop_data,shapefiles,,,.html,26309,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_populated_places.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_roads.cpg,Landda_develop_data,shapefiles,,,.cpg,5,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_time_zones.dbf,Landda_develop_data,shapefiles,,,.dbf,186633,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_ports.shp,Landda_develop_data,shapefiles,,,.shp,30368,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_map_subunits.shx,Landda_develop_data,shapefiles,,,.shx,2556,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas.shx,Landda_develop_data,shapefiles,,,.shx,95124,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_urban_areas_landscan.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_1_states_provinces_scale_rank_minor_islands.dbf,Landda_develop_data,shapefiles,,,.dbf,1614062,NaturalEarth,natural_earth,cultural,inputs,
ne_110m_admin_1_states_provinces.sbn,Landda_develop_data,shapefiles,,,.sbn,596,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_boundary_lines_land.prj,Landda_develop_data,shapefiles,,,.prj,145,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_admin_0_countries.shx,Landda_develop_data,shapefiles,,,.shx,2028,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_parks_and_protected_lands_line.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_50m_urban_areas.VERSION.txt,Landda_develop_data,shapefiles,,,.txt,7,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_time_zones.prj,Landda_develop_data,shapefiles,,,.prj,147,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_scale_rank.shp,Landda_develop_data,shapefiles,,,.shp,9181436,NaturalEarth,natural_earth,cultural,inputs,
ne_10m_admin_0_antarctic_claims.shx,Landda_develop_data,shapefiles,,,.shx,180,NaturalEarth,natural_earth,cultural,inputs,
