Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version,Sub-Category 1,Sub-Category 2,Sub-Category 3
C96_ERA5_forcing_2019-12-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-14.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-31.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-14.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-31.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-10-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-31.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-26.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-31.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-19.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-30.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-01.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-12.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-17.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-27.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-14.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-05.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-06.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-14.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-25.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-31.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-22.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-02.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-01-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-10.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-12-07.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-29.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-08-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-03.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-11-11.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-23.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-08.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-21.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-04.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-09-09.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-02-28.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-05-24.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2019-12-16.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-04-15.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-03-20.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-07-14.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2020-10-13.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
C96_ERA5_forcing_2021-06-18.nc,,forcing,96,,.nc,12313780,,C96,datm,era5
ufs-land_C96_init_2010-12-31_23-00-00.nc,,forcing,96,,.nc,1321296,,,init,era5
ufs-land_C96_static_fields.nc,,forcing,96,,.nc,7991744,,,static,era5
oro_C96.mx100.tile2.nc,,forcing,96,100,.nc,834883,,,orog_files,gswp3
oro_C96.mx100.tile4.nc,,forcing,96,100,.nc,834883,,,orog_files,gswp3
oro_C96.mx100.tile6.nc,,forcing,96,100,.nc,834883,,,orog_files,gswp3
oro_C96.mx100.tile3.nc,,forcing,96,100,.nc,834883,,,orog_files,gswp3
oro_C96.mx100.tile5.nc,,forcing,96,100,.nc,834883,,,orog_files,gswp3
oro_C96.mx100.tile1.nc,,forcing,96,100,.nc,834883,,,orog_files,gswp3
ghcn_snwd_ioda_20191229.nc,,DA,,,.nc,709069,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191202.nc,,DA,,,.nc,756437,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191218.nc,,DA,,,.nc,824274,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191210.nc,,DA,,,.nc,713148,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191209.nc,,DA,,,.nc,719345,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191205.nc,,DA,,,.nc,819326,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191221.nc,,DA,,,.nc,777701,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191215.nc,,DA,,,.nc,714440,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191226.nc,,DA,,,.nc,704339,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191203.nc,,DA,,,.nc,753292,2019,data_proc,GHCN,snow_depth
ghcn_snwd_ioda_20191220.nc,,DA,,,.nc,799744,2019,data_proc,GHCN,snow_depth
