Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version (YYYY),Sub-Category 1,Sub-Category 2,Sub-Category 3
ne_10m_ports.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries_lakes.shx,inputs,shapefiles,,,.shx,2140,,NaturalEarth,natural_earth,
ne_50m_airports.README.html,inputs,shapefiles,,,.html,29522,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_disputed_areas.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lakes.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_pacific_groupings.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas_scale_rank.dbf,inputs,shapefiles,,,.dbf,7844,,NaturalEarth,natural_earth,
ne_10m_admin_0_seams.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.README.html,inputs,shapefiles,,,.html,100958,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.README.html,inputs,shapefiles,,,.html,26309,,NaturalEarth,natural_earth,
ne_110m_admin_0_scale_rank.shp,inputs,shapefiles,,,.shp,187308,,NaturalEarth,natural_earth,
ne_50m_admin_0_scale_rank.shp,inputs,shapefiles,,,.shp,1695892,,NaturalEarth,natural_earth,
ne_110m_admin_0_tiny_countries.shp,inputs,shapefiles,,,.shp,1136,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_maritime_indicator.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_urban_areas.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries_lakes.README.html,inputs,shapefiles,,,.html,24083,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_populated_places.dbf,inputs,shapefiles,,,.dbf,2373578,,NaturalEarth,natural_earth,
ne_10m_ports.shx,inputs,shapefiles,,,.shx,8748,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lines.dbf,inputs,shapefiles,,,.dbf,54829,,NaturalEarth,natural_earth,
ne_10m_urban_areas_landscan.shx,inputs,shapefiles,,,.shx,48244,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.dbf,inputs,shapefiles,,,.dbf,118592,,NaturalEarth,natural_earth,
ne_110m_admin_0_sovereignty.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.README.html,inputs,shapefiles,,,.html,24714,,NaturalEarth,natural_earth,
ne_50m_airports.dbf,inputs,shapefiles,,,.dbf,1971525,,NaturalEarth,natural_earth,
ne_10m_populated_places_simple.shx,inputs,shapefiles,,,.shx,58844,,NaturalEarth,natural_earth,
ne_110m_admin_0_pacific_groupings.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_line.README.html,inputs,shapefiles,,,.html,26630,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries.shp,inputs,shapefiles,,,.shp,2228,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_units.shp,inputs,shapefiles,,,.shp,8872244,,NaturalEarth,natural_earth,
ne_110m_admin_0_boundary_lines_land.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.dbf,inputs,shapefiles,,,.dbf,43467,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_subunits.dbf,inputs,shapefiles,,,.dbf,822357,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.README.html,inputs,shapefiles,,,.html,100958,,NaturalEarth,natural_earth,
ne_110m_populated_places_simple.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_urban_areas_landscan.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_0_tiny_countries.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_urban_areas.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_admin_1_seams.README.html,inputs,shapefiles,,,.html,24633,,NaturalEarth,natural_earth,
ne_110m_populated_places.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lakes.dbf,inputs,shapefiles,,,.dbf,11595422,,NaturalEarth,natural_earth,
ne_50m_admin_0_sovereignty.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lines.shp,inputs,shapefiles,,,.shp,20740,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.dbf,inputs,shapefiles,,,.dbf,2859,,NaturalEarth,natural_earth,
ne_10m_admin_1_seams.shp,inputs,shapefiles,,,.shp,13396,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.README.html,inputs,shapefiles,,,.html,26630,,NaturalEarth,natural_earth,
ne_10m_roads_north_america.dbf,inputs,shapefiles,,,.dbf,13427408,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lines.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_urban_areas_landscan.shp,inputs,shapefiles,,,.shp,43727272,,NaturalEarth,natural_earth,
ne_10m_admin_1_seams.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.shx,inputs,shapefiles,,,.shx,2620,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_subunits.shp,inputs,shapefiles,,,.shp,8878656,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_land.README.html,inputs,shapefiles,,,.html,24195,,NaturalEarth,natural_earth,
ne_110m_admin_0_pacific_groupings.shp,inputs,shapefiles,,,.shp,21252,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.README.html,inputs,shapefiles,,,.html,23632,,NaturalEarth,natural_earth,
ne_110m_admin_0_map_units.shp,inputs,shapefiles,,,.shp,181628,,NaturalEarth,natural_earth,
ne_50m_populated_places_simple.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_maritime_indicator.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_airports.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_units.dbf,inputs,shapefiles,,,.dbf,700422,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_scale_rank.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_50m_populated_places.dbf,inputs,shapefiles,,,.dbf,12184090,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_populated_places.README.html,inputs,shapefiles,,,.html,27234,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.dbf,inputs,shapefiles,,,.dbf,466450,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_units.shp,inputs,shapefiles,,,.shp,1623652,,NaturalEarth,natural_earth,
ne_10m_admin_0_label_points.shp,inputs,shapefiles,,,.shp,198564,,NaturalEarth,natural_earth,
ne_10m_admin_0_pacific_groupings.shp,inputs,shapefiles,,,.shp,34956,,NaturalEarth,natural_earth,
ne_110m_admin_0_sovereignty.dbf,inputs,shapefiles,,,.dbf,322641,,NaturalEarth,natural_earth,
ne_10m_urban_areas.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_0_sovereignty.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_populated_places.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_scale_rank.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_populated_places.shp,inputs,shapefiles,,,.shp,35072,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lines.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.shp,inputs,shapefiles,,,.shp,1124668,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_subunits.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_scale_rank.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries_lakes.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries.shp,inputs,shapefiles,,,.shp,8800376,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_units.shx,inputs,shapefiles,,,.shx,2460,,NaturalEarth,natural_earth,
ne_50m_admin_0_scale_rank.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.shx,inputs,shapefiles,,,.shx,1748,,NaturalEarth,natural_earth,
ne_10m_airports.shp,inputs,shapefiles,,,.shp,25048,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lines.shp,inputs,shapefiles,,,.shp,116436,,NaturalEarth,natural_earth,
ne_10m_airports.shx,inputs,shapefiles,,,.shx,7228,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.dbf,inputs,shapefiles,,,.dbf,679363,,NaturalEarth,natural_earth,
ne_50m_admin_0_scale_rank.dbf,inputs,shapefiles,,,.dbf,270065,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas.shx,inputs,shapefiles,,,.shx,740,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_maritime_indicator.dbf,inputs,shapefiles,,,.dbf,10667,,NaturalEarth,natural_earth,
ne_110m_admin_0_tiny_countries.shx,inputs,shapefiles,,,.shx,396,,NaturalEarth,natural_earth,
ne_10m_railroads.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_pacific_groupings.shx,inputs,shapefiles,,,.shx,596,,NaturalEarth,natural_earth,
ne_50m_populated_places_simple.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_subunits.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_map_units.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_maritime_indicator.README.html,inputs,shapefiles,,,.html,26515,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank_minor_islands.shx,inputs,shapefiles,,,.shx,90372,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lines.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_scale_rank.shx,inputs,shapefiles,,,.shx,980,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_roads_north_america.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_ports.dbf,inputs,shapefiles,,,.dbf,57393,,NaturalEarth,natural_earth,
ne_50m_populated_places_simple.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.shx,inputs,shapefiles,,,.shx,588,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_subunits.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank.README.html,inputs,shapefiles,,,.html,29480,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_land.dbf,inputs,shapefiles,,,.dbf,108822,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lakes.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_pacific_groupings.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.dbf,inputs,shapefiles,,,.dbf,824618,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lines.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_map_units.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.shx,inputs,shapefiles,,,.shx,2028,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries_lakes.shx,inputs,shapefiles,,,.shx,1516,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_units.shx,inputs,shapefiles,,,.shx,2212,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_disputed_areas.shx,inputs,shapefiles,,,.shx,468,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lakes.README.html,inputs,shapefiles,,,.html,24714,,NaturalEarth,natural_earth,
ne_10m_populated_places.dbf,inputs,shapefiles,,,.dbf,71612778,,NaturalEarth,natural_earth,
ne_110m_populated_places.shx,inputs,shapefiles,,,.shx,2044,,NaturalEarth,natural_earth,
ne_10m_admin_0_label_points.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_populated_places_simple.shp,inputs,shapefiles,,,.shp,35072,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_label_points.dbf,inputs,shapefiles,,,.dbf,1914081,,NaturalEarth,natural_earth,
ne_10m_admin_0_pacific_groupings.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.shp,inputs,shapefiles,,,.shp,9950300,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lines.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.shp,inputs,shapefiles,,,.shp,8791384,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces.README.html,inputs,shapefiles,,,.html,25029,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points.README.html,inputs,shapefiles,,,.html,24922,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries_scale_rank.dbf,inputs,shapefiles,,,.dbf,13393,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas.dbf,inputs,shapefiles,,,.dbf,169522,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.shx,inputs,shapefiles,,,.shx,1804,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_disputed_areas.shx,inputs,shapefiles,,,.shx,292,,NaturalEarth,natural_earth,
ne_10m_urban_areas_landscan.README.html,inputs,shapefiles,,,.html,27234,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_map_units.shp,inputs,shapefiles,,,.shp,35180,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.shx,inputs,shapefiles,,,.shx,56948,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces.dbf,inputs,shapefiles,,,.dbf,188690,,NaturalEarth,natural_earth,
ne_50m_admin_0_sovereignty.dbf,inputs,shapefiles,,,.dbf,377642,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_maritime_indicator.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_time_zones.README.html,inputs,shapefiles,,,.html,23884,,NaturalEarth,natural_earth,
ne_110m_admin_0_boundary_lines_land.README.html,inputs,shapefiles,,,.html,23059,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank.shx,inputs,shapefiles,,,.shx,68372,,NaturalEarth,natural_earth,
ne_10m_populated_places_simple.dbf,inputs,shapefiles,,,.dbf,13181935,,NaturalEarth,natural_earth,
ne_10m_populated_places_simple.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_airports.shp,inputs,shapefiles,,,.shp,7968,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries_lakes.README.html,inputs,shapefiles,,,.html,23723,,NaturalEarth,natural_earth,
ne_50m_airports.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_0_boundary_lines_land.shx,inputs,shapefiles,,,.shx,1588,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_sovereignty.README.html,inputs,shapefiles,,,.html,24562,,NaturalEarth,natural_earth,
ne_10m_urban_areas.dbf,inputs,shapefiles,,,.dbf,950401,,NaturalEarth,natural_earth,
ne_10m_admin_1_seams.shx,inputs,shapefiles,,,.shx,196,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lakes.README.html,inputs,shapefiles,,,.html,25029,,NaturalEarth,natural_earth,
ne_50m_airports.shx,inputs,shapefiles,,,.shx,2348,,NaturalEarth,natural_earth,
ne_50m_urban_areas.shp,inputs,shapefiles,,,.shp,692704,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas_scale_rank.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_land.shp,inputs,shapefiles,,,.shp,1299304,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lines.shx,inputs,shapefiles,,,.shx,81012,,NaturalEarth,natural_earth,
ne_10m_admin_0_pacific_groupings.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_units.README.html,inputs,shapefiles,,,.html,27305,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_units.README.html,inputs,shapefiles,,,.html,100958,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.dbf,inputs,shapefiles,,,.dbf,546979,,NaturalEarth,natural_earth,
ne_110m_admin_0_scale_rank.README.html,inputs,shapefiles,,,.html,24562,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_map_units.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_roads.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.dbf,inputs,shapefiles,,,.dbf,51346,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_units.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_units.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_scale_rank.shx,inputs,shapefiles,,,.shx,13180,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points_details.dbf,inputs,shapefiles,,,.dbf,41258755,,NaturalEarth,natural_earth,
ne_50m_urban_areas.README.html,inputs,shapefiles,,,.html,21868,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lakes.shp,inputs,shapefiles,,,.shp,559392,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_disputed_areas.README.html,inputs,shapefiles,,,.html,26309,,NaturalEarth,natural_earth,
ne_110m_admin_0_map_units.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries_scale_rank.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries.README.html,inputs,shapefiles,,,.html,27305,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.shp,inputs,shapefiles,,,.shp,116384,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries_lakes.shp,inputs,shapefiles,,,.shp,9015668,,NaturalEarth,natural_earth,
ne_110m_admin_0_boundary_lines_land.dbf,inputs,shapefiles,,,.dbf,30883,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries.README.html,inputs,shapefiles,,,.html,23723,,NaturalEarth,natural_earth,
ne_110m_admin_0_boundary_lines_land.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points_details.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lines.dbf,inputs,shapefiles,,,.dbf,39669,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries.shx,inputs,shapefiles,,,.shx,708,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries_lakes.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_populated_places_simple.shp,inputs,shapefiles,,,.shp,205704,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_ports.README.html,inputs,shapefiles,,,.html,31737,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries.shx,inputs,shapefiles,,,.shx,1516,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lakes.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries_scale_rank.shp,inputs,shapefiles,,,.shp,2228,,NaturalEarth,natural_earth,
ne_50m_ports.shp,inputs,shapefiles,,,.shp,4104,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces.shp,inputs,shapefiles,,,.shp,20997380,,NaturalEarth,natural_earth,
ne_110m_admin_0_scale_rank.shx,inputs,shapefiles,,,.shx,2420,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lakes.shx,inputs,shapefiles,,,.shx,508,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.shp,inputs,shapefiles,,,.shp,30272,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank_minor_islands.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lakes.shx,inputs,shapefiles,,,.shx,900,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank.shp,inputs,shapefiles,,,.shp,21208692,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_scale_rank.dbf,inputs,shapefiles,,,.dbf,4729,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_disputed_areas.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_airports.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_ports.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.shp,inputs,shapefiles,,,.shp,238380,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lines.README.html,inputs,shapefiles,,,.html,24714,,NaturalEarth,natural_earth,
ne_10m_airports.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_area.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_0_map_units.README.html,inputs,shapefiles,,,.html,24562,,NaturalEarth,natural_earth,
ne_10m_railroads.shx,inputs,shapefiles,,,.shx,203404,,NaturalEarth,natural_earth,
ne_10m_urban_areas.README.html,inputs,shapefiles,,,.html,23671,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.dbf,inputs,shapefiles,,,.dbf,401034,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.shp,inputs,shapefiles,,,.shp,1652184,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lakes.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_populated_places.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_admin_0_pacific_groupings.dbf,inputs,shapefiles,,,.dbf,2763,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries.dbf,inputs,shapefiles,,,.dbf,546979,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_map_units.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_ports.dbf,inputs,shapefiles,,,.dbf,432593,,NaturalEarth,natural_earth,
