Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),Data Format,File Size (Bytes),Version (YYYY),Sub-Category 1,Sub-Category 2,Sub-Category 3
ne_10m_railroads.shp,inputs,shapefiles,,,.shp,23766908,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.shx,inputs,shapefiles,,,.shx,300,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.shp,inputs,shapefiles,,,.shp,8920,,NaturalEarth,natural_earth,
ne_50m_admin_0_sovereignty.README.html,inputs,shapefiles,,,.html,27305,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_land.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_disputed_areas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_units.dbf,inputs,shapefiles,,,.dbf,601794,,NaturalEarth,natural_earth,
ne_50m_urban_areas.dbf,inputs,shapefiles,,,.dbf,171601,,NaturalEarth,natural_earth,
ne_110m_admin_0_map_units.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_populated_places_simple.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries.README.html,inputs,shapefiles,,,.html,23632,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points.shx,inputs,shapefiles,,,.shx,90372,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_maritime_indicator.shp,inputs,shapefiles,,,.shp,78652,,NaturalEarth,natural_earth,
ne_10m_time_zones.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_time_zones.shx,inputs,shapefiles,,,.shx,1060,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_scale_rank.dbf,inputs,shapefiles,,,.dbf,92359,,NaturalEarth,natural_earth,
ne_110m_admin_0_scale_rank.dbf,inputs,shapefiles,,,.dbf,44918,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.dbf,inputs,shapefiles,,,.dbf,248162,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_line.shx,inputs,shapefiles,,,.shx,332,,NaturalEarth,natural_earth,
ne_10m_populated_places.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_ports.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries_lakes.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.README.html,inputs,shapefiles,,,.html,100958,,NaturalEarth,natural_earth,
ne_110m_admin_0_sovereignty.shp,inputs,shapefiles,,,.shp,180400,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.dbf,inputs,shapefiles,,,.dbf,89645,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.shp,inputs,shapefiles,,,.shp,1626900,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.README.html,inputs,shapefiles,,,.html,23070,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_land.README.html,inputs,shapefiles,,,.html,26515,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lakes.dbf,inputs,shapefiles,,,.dbf,89645,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas.README.html,inputs,shapefiles,,,.html,22914,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries.dbf,inputs,shapefiles,,,.dbf,167570,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_ports.README.html,inputs,shapefiles,,,.html,26032,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries_lakes.dbf,inputs,shapefiles,,,.dbf,375450,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lines.shx,inputs,shapefiles,,,.shx,1716,,NaturalEarth,natural_earth,
ne_10m_populated_places_simple.README.html,inputs,shapefiles,,,.html,27234,,NaturalEarth,natural_earth,
ne_10m_admin_0_seams.README.html,inputs,shapefiles,,,.html,24633,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces.dbf,inputs,shapefiles,,,.dbf,11597946,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank_minor_islands.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.README.html,inputs,shapefiles,,,.html,26630,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lakes.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_map_units.README.html,inputs,shapefiles,,,.html,26515,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_populated_places_simple.shx,inputs,shapefiles,,,.shx,2044,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_disputed_areas.shp,inputs,shapefiles,,,.shp,57496,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
README.md,inputs,shapefiles,,,.md,4692,,NaturalEarth,natural_earth,
ne_50m_admin_0_sovereignty.shx,inputs,shapefiles,,,.shx,1700,,NaturalEarth,natural_earth,
ne_10m_roads_north_america.README.html,inputs,shapefiles,,,.html,24819,,NaturalEarth,natural_earth,
ne_110m_admin_0_boundary_lines_land.shp,inputs,shapefiles,,,.shp,55844,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_map_units.shx,inputs,shapefiles,,,.shx,220,,NaturalEarth,natural_earth,
ne_10m_populated_places.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_110m_admin_0_sovereignty.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_roads_north_america.shp,inputs,shapefiles,,,.shp,67280436,,NaturalEarth,natural_earth,
ne_10m_admin_0_pacific_groupings.dbf,inputs,shapefiles,,,.dbf,2806,,NaturalEarth,natural_earth,
ne_110m_admin_0_tiny_countries.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_disputed_areas.dbf,inputs,shapefiles,,,.dbf,43284,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_disputed_areas.shp,inputs,shapefiles,,,.shp,10452,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_map_units.dbf,inputs,shapefiles,,,.dbf,2870,,NaturalEarth,natural_earth,
ne_50m_admin_0_breakaway_disputed_areas_scale_rank.shp,inputs,shapefiles,,,.shp,30656,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas.shp,inputs,shapefiles,,,.shp,198872,,NaturalEarth,natural_earth,
ne_50m_airports.VERSION.txt,inputs,shapefiles,,,.txt,5,,NaturalEarth,natural_earth,
ne_10m_urban_areas_landscan.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_map_units.shp,inputs,shapefiles,,,.shp,5932,,NaturalEarth,natural_earth,
ne_110m_populated_places.README.html,inputs,shapefiles,,,.html,23908,,NaturalEarth,natural_earth,
ne_50m_admin_0_pacific_groupings.shp,inputs,shapefiles,,,.shp,21300,,NaturalEarth,natural_earth,
ne_10m_populated_places.shx,inputs,shapefiles,,,.shx,58844,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_maritime_indicator.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_point.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_ports.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lines.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_110m_populated_places_simple.shp,inputs,shapefiles,,,.shp,6904,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces.shx,inputs,shapefiles,,,.shx,900,,NaturalEarth,natural_earth,
ne_110m_populated_places_simple.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries_lakes.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_map_units.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_roads.dbf,inputs,shapefiles,,,.dbf,41942366,,NaturalEarth,natural_earth,
ne_10m_admin_0_pacific_groupings.shx,inputs,shapefiles,,,.shx,604,,NaturalEarth,natural_earth,
ne_10m_roads.README.html,inputs,shapefiles,,,.html,24819,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_maritime_indicator.dbf,inputs,shapefiles,,,.dbf,77829,,NaturalEarth,natural_earth,
ne_10m_roads_north_america.shx,inputs,shapefiles,,,.shx,393564,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries_lakes.shp,inputs,shapefiles,,,.shp,182764,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lakes.shp,inputs,shapefiles,,,.shp,21204160,,NaturalEarth,natural_earth,
ne_10m_urban_areas.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.shp,inputs,shapefiles,,,.shp,205788,,NaturalEarth,natural_earth,
ne_10m_populated_places.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_map_subunits.shx,inputs,shapefiles,,,.shx,2956,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_map_units.dbf,inputs,shapefiles,,,.dbf,4067,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points_details.shp,inputs,shapefiles,,,.shp,130216,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lakes.shp,inputs,shapefiles,,,.shp,39152,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces.README.html,inputs,shapefiles,,,.html,29480,,NaturalEarth,natural_earth,
ne_10m_admin_0_seams.dbf,inputs,shapefiles,,,.dbf,1215,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.shp,inputs,shapefiles,,,.shp,40844,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lakes.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.README.html,inputs,shapefiles,,,.html,26309,,NaturalEarth,natural_earth,
ne_110m_populated_places.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_roads.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_time_zones.dbf,inputs,shapefiles,,,.dbf,186633,,NaturalEarth,natural_earth,
ne_10m_ports.shp,inputs,shapefiles,,,.shp,30368,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.shx,inputs,shapefiles,,,.shx,2556,,NaturalEarth,natural_earth,
ne_10m_urban_areas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_urban_areas.shx,inputs,shapefiles,,,.shx,95124,,NaturalEarth,natural_earth,
ne_10m_urban_areas_landscan.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank_minor_islands.dbf,inputs,shapefiles,,,.dbf,1614062,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.sbn,inputs,shapefiles,,,.sbn,596,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_land.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries.shx,inputs,shapefiles,,,.shx,2028,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_line.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_urban_areas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_time_zones.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.shp,inputs,shapefiles,,,.shp,9181436,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.shx,inputs,shapefiles,,,.shx,180,,NaturalEarth,natural_earth,
ne_50m_urban_areas.shx,inputs,shapefiles,,,.shx,17244,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points_details.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_admin_0_seams.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank.dbf,inputs,shapefiles,,,.dbf,1178142,,NaturalEarth,natural_earth,
ne_110m_populated_places_simple.README.html,inputs,shapefiles,,,.html,23908,,NaturalEarth,natural_earth,
ne_50m_populated_places.README.html,inputs,shapefiles,,,.html,24307,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries.shp,inputs,shapefiles,,,.shp,1612740,,NaturalEarth,natural_earth,
ne_110m_admin_0_map_units.dbf,inputs,shapefiles,,,.dbf,393747,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claim_limit_lines.README.html,inputs,shapefiles,,,.html,26309,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas.README.html,inputs,shapefiles,,,.html,26309,,NaturalEarth,natural_earth,
ne_50m_admin_0_scale_rank.README.html,inputs,shapefiles,,,.html,27305,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_units.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lines.README.html,inputs,shapefiles,,,.html,29480,,NaturalEarth,natural_earth,
ne_50m_populated_places.shx,inputs,shapefiles,,,.shx,10092,,NaturalEarth,natural_earth,
ne_50m_admin_0_pacific_groupings.README.html,inputs,shapefiles,,,.html,24195,,NaturalEarth,natural_earth,
ne_110m_admin_0_tiny_countries.dbf,inputs,shapefiles,,,.dbf,83174,,NaturalEarth,natural_earth,
ne_50m_admin_0_countries_lakes.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_110m_admin_0_countries.shp,inputs,shapefiles,,,.shp,180924,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_scale_rank.shp,inputs,shapefiles,,,.shp,118932,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claims.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_sovereignty.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_railroads_north_america.shx,inputs,shapefiles,,,.shx,9116,,NaturalEarth,natural_earth,
ne_50m_admin_0_tiny_countries_scale_rank.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lines.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_lakes.README.html,inputs,shapefiles,,,.html,29480,,NaturalEarth,natural_earth,
ne_10m_admin_0_countries.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_airports.dbf,inputs,shapefiles,,,.dbf,6248846,,NaturalEarth,natural_earth,
ne_10m_admin_1_seams.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_admin_0_disputed_areas_scale_rank_minor_islands.dbf,inputs,shapefiles,,,.dbf,23539,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_land.dbf,inputs,shapefiles,,,.dbf,388227,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_lines_maritime_indicator.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces_lines.shx,inputs,shapefiles,,,.shx,980,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_lakes.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_110m_admin_0_map_units.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_admin_0_tiny_countries.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_admin_0_pacific_groupings.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_label_points.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_50m_admin_1_states_provinces_scale_rank.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_admin_0_antarctic_claim_limit_lines.shp,inputs,shapefiles,,,.shp,64364,,NaturalEarth,natural_earth,
ne_10m_admin_1_label_points_details.VERSION.txt,inputs,shapefiles,,,.txt,5,,NaturalEarth,natural_earth,
ne_10m_admin_0_scale_rank.shx,inputs,shapefiles,,,.shx,34628,,NaturalEarth,natural_earth,
ne_10m_admin_0_boundary_lines_maritime_indicator.shx,inputs,shapefiles,,,.shx,1884,,NaturalEarth,natural_earth,
ne_50m_admin_0_boundary_map_units.README.html,inputs,shapefiles,,,.html,24195,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.sbx,inputs,shapefiles,,,.sbx,148,,NaturalEarth,natural_earth,
ne_110m_admin_1_states_provinces.shx,inputs,shapefiles,,,.shx,508,,NaturalEarth,natural_earth,
ne_10m_time_zones.shp,inputs,shapefiles,,,.shp,2487024,,NaturalEarth,natural_earth,
ne_10m_ports.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_parks_and_protected_lands_line.shp,inputs,shapefiles,,,.shp,54368,,NaturalEarth,natural_earth,
ne_50m_admin_0_map_subunits.README.html,inputs,shapefiles,,,.html,27305,,NaturalEarth,natural_earth,
ne_10m_railroads.prj,inputs,shapefiles,,,.prj,145,,NaturalEarth,natural_earth,
ne_10m_admin_1_states_provinces.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
NE1_50M_SR_W.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,NE1_50M_SR_W
Read_me.txt,inputs,shapefiles,,,.txt,92,,NaturalEarth,natural_earth,NE1_50M_SR_W
NE1_50M_SR_W.tif,inputs,shapefiles,,,.tif,175043642,,NaturalEarth,natural_earth,NE1_50M_SR_W
NE1_50M_SR_W.tfw,inputs,shapefiles,,,.tfw,173,,NaturalEarth,natural_earth,NE1_50M_SR_W
NE1_50M_SR_W.VERSION.txt,inputs,shapefiles,,,.txt,5,,NaturalEarth,natural_earth,NE1_50M_SR_W
NE1_HR_LC_SR_W.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,NE1_HR_LC_SR_W
NE1_HR_LC_SR_W.VERSION.txt,inputs,shapefiles,,,.txt,5,,NaturalEarth,natural_earth,NE1_HR_LC_SR_W
NE1_HR_LC_SR_W.tif,inputs,shapefiles,,,.tif,699969860,,NaturalEarth,natural_earth,NE1_HR_LC_SR_W
NE1_HR_LC_SR_W.README.html,inputs,shapefiles,,,.html,29970,,NaturalEarth,natural_earth,NE1_HR_LC_SR_W
NE1_HR_LC_SR_W.tfw,inputs,shapefiles,,,.tfw,173,,NaturalEarth,natural_earth,NE1_HR_LC_SR_W
ne_50m_graticules_10.README.html,inputs,shapefiles,,,.html,26697,,NaturalEarth,natural_earth,
ne_110m_graticules_20.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_110m_graticules_30.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_geography_regions_elevation_points.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_antarctic_ice_shelves_polys.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_land_scale_rank.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_graticules_10.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_geography_marine_polys.README.html,inputs,shapefiles,,,.html,27545,,NaturalEarth,natural_earth,
ne_10m_bathymetry_K_200.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_glaciated_areas.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_110m_ocean.README.html,inputs,shapefiles,,,.html,21570,,NaturalEarth,natural_earth,
ne_10m_geography_regions_elevation_points.README.html,inputs,shapefiles,,,.html,27545,,NaturalEarth,natural_earth,
ne_50m_graticules_15.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_ocean.shx,inputs,shapefiles,,,.shx,108,,NaturalEarth,natural_earth,
ne_10m_lakes_pluvial.shx,inputs,shapefiles,,,.shx,1212,,NaturalEarth,natural_earth,
ne_10m_bathymetry_I_2000.README.html,inputs,shapefiles,,,.html,30890,,NaturalEarth,natural_earth,
ne_110m_graticules_5.shx,inputs,shapefiles,,,.shx,956,,NaturalEarth,natural_earth,
ne_50m_lakes_historic.shx,inputs,shapefiles,,,.shx,116,,NaturalEarth,natural_earth,
ne_110m_lakes.dbf,inputs,shapefiles,,,.dbf,163315,,NaturalEarth,natural_earth,
ne_10m_playas.dbf,inputs,shapefiles,,,.dbf,458514,,NaturalEarth,natural_earth,
ne_10m_bathymetry_D_7000.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_rivers_north_america.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_lines.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_graticules_20.shp,inputs,shapefiles,,,.shp,214588,,NaturalEarth,natural_earth,
ne_50m_geography_regions_elevation_points.shx,inputs,shapefiles,,,.shx,788,,NaturalEarth,natural_earth,
ne_50m_geography_regions_elevation_points.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_lakes.README.html,inputs,shapefiles,,,.html,21926,,NaturalEarth,natural_earth,
ne_110m_graticules_20.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_rivers_north_america.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_graticules_5.dbf,inputs,shapefiles,,,.dbf,4612,,NaturalEarth,natural_earth,
ne_50m_rivers_lake_centerlines.shx,inputs,shapefiles,,,.shx,3796,,NaturalEarth,natural_earth,
ne_50m_geography_regions_points.README.html,inputs,shapefiles,,,.html,237512,,NaturalEarth,natural_earth,
ne_10m_bathymetry_I_2000.shx,inputs,shapefiles,,,.shx,1716,,NaturalEarth,natural_earth,
ne_10m_reefs.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_110m_lakes.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_graticules_20.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_10m_coastline.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_50m_playas.dbf,inputs,shapefiles,,,.dbf,163650,,NaturalEarth,natural_earth,
ne_10m_graticules_1.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_geography_regions_polys.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_minor_islands_label_points.dbf,inputs,shapefiles,,,.dbf,134292,,NaturalEarth,natural_earth,
ne_10m_graticules_15.README.html,inputs,shapefiles,,,.html,26727,,NaturalEarth,natural_earth,
ne_10m_bathymetry_I_2000.shp,inputs,shapefiles,,,.shp,2963820,,NaturalEarth,natural_earth,
ne_10m_bathymetry_C_8000.shp,inputs,shapefiles,,,.shp,22908,,NaturalEarth,natural_earth,
ne_10m_minor_islands_coastline.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_50m_antarctic_ice_shelves_polys.dbf,inputs,shapefiles,,,.dbf,3265,,NaturalEarth,natural_earth,
ne_50m_playas.shp,inputs,shapefiles,,,.shp,15632,,NaturalEarth,natural_earth,
ne_10m_geography_regions_polys.README.html,inputs,shapefiles,,,.html,27545,,NaturalEarth,natural_earth,
ne_10m_bathymetry_K_200.prj,inputs,shapefiles,,,.prj,147,,NaturalEarth,natural_earth,
ne_50m_graticules_1.README.html,inputs,shapefiles,,,.html,26697,,NaturalEarth,natural_earth,
ne_50m_geography_regions_points.cpg,inputs,shapefiles,,,.cpg,5,,NaturalEarth,natural_earth,
ne_10m_bathymetry_J_1000.README.html,inputs,shapefiles,,,.html,30890,,NaturalEarth,natural_earth,
ne_10m_bathymetry_J_1000.shx,inputs,shapefiles,,,.shx,1356,,NaturalEarth,natural_earth,
ne_110m_geography_regions_elevation_points.shx,inputs,shapefiles,,,.shx,252,,NaturalEarth,natural_earth,
ne_10m_lakes_historic.prj,inputs,shapefiles,,,.prj,143,,NaturalEarth,natural_earth,
ne_10m_playas.shp,inputs,shapefiles,,,.shp,90368,,NaturalEarth,natural_earth,
ne_50m_coastline.shx,inputs,shapefiles,,,.shx,11524,,NaturalEarth,natural_earth,
ne_10m_graticules_5.shx,inputs,shapefiles,,,.shx,956,,NaturalEarth,natural_earth,
ne_10m_lakes.shp,inputs,shapefiles,,,.shp,2306300,,NaturalEarth,natural_earth,
ne_10m_graticules_20.shx,inputs,shapefiles,,,.shx,316,,NaturalEarth,natural_earth,
ne_10m_antarctic_ice_shelves_lines.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
ne_10m_minor_islands_label_points.VERSION.txt,inputs,shapefiles,,,.txt,7,,NaturalEarth,natural_earth,
