Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,File Size (Bytes),Category,Sub-Category,Dataset,Version
fv_core.res.tile6.nc,FV3_input_data384,384,,,,.nc,401293945,,INPUT_L127_GDAS,input-data-20221101,
fv_increment3.nc,FV3_input_data384,384,,,,.nc,5393379991,,INPUT_L127_GDAS,input-data-20221101,
fv_increment6.nc,FV3_input_data384,384,,,,.nc,5393379991,,INPUT_L127_GDAS,input-data-20221101,
fv_increment9.nc,FV3_input_data384,384,,,,.nc,5393379991,,INPUT_L127_GDAS,input-data-20221101,
fv_srf_wnd.res.tile1.nc,FV3_input_data384,384,,,,.nc,971935,,INPUT_L127_GDAS,input-data-20221101,
fv_srf_wnd.res.tile2.nc,FV3_input_data384,384,,,,.nc,981424,,INPUT_L127_GDAS,input-data-20221101,
fv_srf_wnd.res.tile3.nc,FV3_input_data384,384,,,,.nc,982334,,INPUT_L127_GDAS,input-data-20221101,
fv_srf_wnd.res.tile4.nc,FV3_input_data384,384,,,,.nc,959565,,INPUT_L127_GDAS,input-data-20221101,
fv_srf_wnd.res.tile5.nc,FV3_input_data384,384,,,,.nc,968273,,INPUT_L127_GDAS,input-data-20221101,
fv_srf_wnd.res.tile6.nc,FV3_input_data384,384,,,,.nc,954100,,INPUT_L127_GDAS,input-data-20221101,
fv_tracer.res.tile1.nc,FV3_input_data384,384,,,,.nc,352869960,,INPUT_L127_GDAS,input-data-20221101,
fv_tracer.res.tile2.nc,FV3_input_data384,384,,,,.nc,349374989,,INPUT_L127_GDAS,input-data-20221101,
fv_tracer.res.tile3.nc,FV3_input_data384,384,,,,.nc,370140503,,INPUT_L127_GDAS,input-data-20221101,
fv_tracer.res.tile4.nc,FV3_input_data384,384,,,,.nc,364670249,,INPUT_L127_GDAS,input-data-20221101,
fv_tracer.res.tile5.nc,FV3_input_data384,384,,,,.nc,358537623,,INPUT_L127_GDAS,input-data-20221101,
fv_tracer.res.tile6.nc,FV3_input_data384,384,,,,.nc,366285736,,INPUT_L127_GDAS,input-data-20221101,
grid_spec.nc,FV3_input_data384,384,,,,.nc,22018,,INPUT_L127_GDAS,input-data-20221101,
oro_data.tile1.nc,FV3_input_data384,384,,,,.nc,11815021,,INPUT_L127_GDAS,input-data-20221101,
oro_data.tile2.nc,FV3_input_data384,384,,,,.nc,11815021,,INPUT_L127_GDAS,input-data-20221101,
oro_data.tile3.nc,FV3_input_data384,384,,,,.nc,11815021,,INPUT_L127_GDAS,input-data-20221101,
oro_data.tile4.nc,FV3_input_data384,384,,,,.nc,11815021,,INPUT_L127_GDAS,input-data-20221101,
oro_data.tile5.nc,FV3_input_data384,384,,,,.nc,11815021,,INPUT_L127_GDAS,input-data-20221101,
oro_data.tile6.nc,FV3_input_data384,384,,,,.nc,11815021,,INPUT_L127_GDAS,input-data-20221101,
phy_data.tile1.nc,FV3_input_data384,384,,,,.nc,104214221,,INPUT_L127_GDAS,input-data-20221101,
phy_data.tile2.nc,FV3_input_data384,384,,,,.nc,102844625,,INPUT_L127_GDAS,input-data-20221101,
phy_data.tile3.nc,FV3_input_data384,384,,,,.nc,113115420,,INPUT_L127_GDAS,input-data-20221101,
phy_data.tile4.nc,FV3_input_data384,384,,,,.nc,112568142,,INPUT_L127_GDAS,input-data-20221101,
phy_data.tile5.nc,FV3_input_data384,384,,,,.nc,106673130,,INPUT_L127_GDAS,input-data-20221101,
phy_data.tile6.nc,FV3_input_data384,384,,,,.nc,112578731,,INPUT_L127_GDAS,input-data-20221101,
sfc_data.tile1.nc,FV3_input_data384,384,,,,.nc,73190927,,INPUT_L127_GDAS,input-data-20221101,
sfc_data.tile2.nc,FV3_input_data384,384,,,,.nc,73190927,,INPUT_L127_GDAS,input-data-20221101,
sfc_data.tile3.nc,FV3_input_data384,384,,,,.nc,73190927,,INPUT_L127_GDAS,input-data-20221101,
sfc_data.tile4.nc,FV3_input_data384,384,,,,.nc,73190927,,INPUT_L127_GDAS,input-data-20221101,
sfc_data.tile5.nc,FV3_input_data384,384,,,,.nc,73190927,,INPUT_L127_GDAS,input-data-20221101,
sfc_data.tile6.nc,FV3_input_data384,384,,,,.nc,73190927,,INPUT_L127_GDAS,input-data-20221101,
gfs_ctrl.nc,FV3_input_data384,384,,025,,.nc,8553,,INPUT_L127_mx025,input-data-20221101,
gfs_data.tile1.nc,FV3_input_data384,384,,025,,.nc,2723463497,,INPUT_L127_mx025,input-data-20221101,
gfs_data.tile2.nc,FV3_input_data384,384,,025,,.nc,2723463497,,INPUT_L127_mx025,input-data-20221101,
gfs_data.tile3.nc,FV3_input_data384,384,,025,,.nc,2723463497,,INPUT_L127_mx025,input-data-20221101,
gfs_data.tile4.nc,FV3_input_data384,384,,025,,.nc,2723463497,,INPUT_L127_mx025,input-data-20221101,
gfs_data.tile5.nc,FV3_input_data384,384,,025,,.nc,2723463497,,INPUT_L127_mx025,input-data-20221101,
gfs_data.tile6.nc,FV3_input_data384,384,,025,,.nc,2723463497,,INPUT_L127_mx025,input-data-20221101,
sfc_data.tile1.nc,FV3_input_data384,384,,025,,.nc,76741849,,INPUT_L127_mx025,input-data-20221101,
sfc_data.tile2.nc,FV3_input_data384,384,,025,,.nc,76741849,,INPUT_L127_mx025,input-data-20221101,
sfc_data.tile3.nc,FV3_input_data384,384,,025,,.nc,76741849,,INPUT_L127_mx025,input-data-20221101,
sfc_data.tile4.nc,FV3_input_data384,384,,025,,.nc,76741849,,INPUT_L127_mx025,input-data-20221101,
sfc_data.tile5.nc,FV3_input_data384,384,,025,,.nc,76741849,,INPUT_L127_mx025,input-data-20221101,
sfc_data.tile6.nc,FV3_input_data384,384,,025,,.nc,76741849,,INPUT_L127_mx025,input-data-20221101,
global_mxsnoalb.uariz.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,643164,,,input-data-20221101,
global_slmask.t1534.3072.1536.grb,FV3_input_data384,384,,,,.grb,2359380,,,input-data-20221101,
global_snoclim.1.875.grb,FV3_input_data384,384,,,,.grb,438768,,,input-data-20221101,
global_snowfree_albedo.bosu.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,30871872,,,input-data-20221101,
global_soilmgldas.statsgo.t1534.3072.1536.grb,FV3_input_data384,384,,,,.grb,111393120,,,input-data-20221101,
global_soilmgldas.statsgo.t766.1536.768.grb,FV3_input_data384,384,,,,.grb,27775872,,,input-data-20221101,
global_soilmgldas.t766.1536.768.grb,FV3_input_data384,384,,,,.grb,27798912,,,input-data-20221101,
global_soiltype.statsgo.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,345792,,,input-data-20221101,
global_vegtype.igbp.t766.1536.768.rg.grb,FV3_input_data384,384,,,,.grb,395354,,,input-data-20221101,
C48_grid.tile1.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT,input-data-20221101,
C48_grid.tile2.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT,input-data-20221101,
C48_grid.tile3.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT,input-data-20221101,
C48_grid.tile4.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT,input-data-20221101,
C48_grid.tile5.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT,input-data-20221101,
C48_grid.tile6.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT,input-data-20221101,
C48_mosaic.nc,FV3_input_data48,48,,,,.nc,22010,,INPUT,input-data-20221101,
grid_spec.nc,FV3_input_data48,48,,,,.nc,22010,,INPUT,input-data-20221101,
C48_grid.tile1.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127,input-data-20221101,
C48_grid.tile2.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127,input-data-20221101,
C48_grid.tile3.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127,input-data-20221101,
C48_grid.tile4.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127,input-data-20221101,
C48_grid.tile5.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127,input-data-20221101,
C48_grid.tile6.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127,input-data-20221101,
C48_mosaic.nc,FV3_input_data48,48,,,,.nc,22010,,INPUT_L127,input-data-20221101,
gfs_ctrl.nc,FV3_input_data48,48,,,,.nc,8553,,INPUT_L127,input-data-20221101,
gfs_data.tile1.nc,FV3_input_data48,48,,,,.nc,17892703,,INPUT_L127,input-data-20221101,
gfs_data.tile2.nc,FV3_input_data48,48,,,,.nc,17892703,,INPUT_L127,input-data-20221101,
gfs_data.tile3.nc,FV3_input_data48,48,,,,.nc,17892703,,INPUT_L127,input-data-20221101,
gfs_data.tile4.nc,FV3_input_data48,48,,,,.nc,17892703,,INPUT_L127,input-data-20221101,
gfs_data.tile5.nc,FV3_input_data48,48,,,,.nc,17892703,,INPUT_L127,input-data-20221101,
gfs_data.tile6.nc,FV3_input_data48,48,,,,.nc,17892703,,INPUT_L127,input-data-20221101,
grid_spec.nc,FV3_input_data48,48,,,,.nc,22010,,INPUT_L127,input-data-20221101,
oro_data.tile1.nc,FV3_input_data48,48,,,,.nc,200173,,INPUT_L127,input-data-20221101,
oro_data.tile2.nc,FV3_input_data48,48,,,,.nc,200173,,INPUT_L127,input-data-20221101,
oro_data.tile3.nc,FV3_input_data48,48,,,,.nc,200173,,INPUT_L127,input-data-20221101,
oro_data.tile4.nc,FV3_input_data48,48,,,,.nc,200173,,INPUT_L127,input-data-20221101,
oro_data.tile5.nc,FV3_input_data48,48,,,,.nc,200173,,INPUT_L127,input-data-20221101,
oro_data.tile6.nc,FV3_input_data48,48,,,,.nc,200173,,INPUT_L127,input-data-20221101,
oro_data_ls.tile1.nc,FV3_input_data48,48,,,,.nc,112336,,INPUT_L127,input-data-20221101,
oro_data_ls.tile2.nc,FV3_input_data48,48,,,,.nc,112336,,INPUT_L127,input-data-20221101,
oro_data_ls.tile3.nc,FV3_input_data48,48,,,,.nc,112336,,INPUT_L127,input-data-20221101,
oro_data_ls.tile4.nc,FV3_input_data48,48,,,,.nc,112336,,INPUT_L127,input-data-20221101,
oro_data_ls.tile5.nc,FV3_input_data48,48,,,,.nc,112336,,INPUT_L127,input-data-20221101,
oro_data_ls.tile6.nc,FV3_input_data48,48,,,,.nc,112336,,INPUT_L127,input-data-20221101,
oro_data_ss.tile1.nc,FV3_input_data48,48,,,,.nc,112292,,INPUT_L127,input-data-20221101,
oro_data_ss.tile2.nc,FV3_input_data48,48,,,,.nc,112292,,INPUT_L127,input-data-20221101,
oro_data_ss.tile3.nc,FV3_input_data48,48,,,,.nc,112292,,INPUT_L127,input-data-20221101,
oro_data_ss.tile4.nc,FV3_input_data48,48,,,,.nc,112292,,INPUT_L127,input-data-20221101,
oro_data_ss.tile5.nc,FV3_input_data48,48,,,,.nc,112292,,INPUT_L127,input-data-20221101,
oro_data_ss.tile6.nc,FV3_input_data48,48,,,,.nc,112292,,INPUT_L127,input-data-20221101,
sfc_data.tile1.nc,FV3_input_data48,48,,,,.nc,1215887,,INPUT_L127,input-data-20221101,
sfc_data.tile2.nc,FV3_input_data48,48,,,,.nc,1215887,,INPUT_L127,input-data-20221101,
sfc_data.tile3.nc,FV3_input_data48,48,,,,.nc,1215887,,INPUT_L127,input-data-20221101,
sfc_data.tile4.nc,FV3_input_data48,48,,,,.nc,1215887,,INPUT_L127,input-data-20221101,
sfc_data.tile5.nc,FV3_input_data48,48,,,,.nc,1215887,,INPUT_L127,input-data-20221101,
sfc_data.tile6.nc,FV3_input_data48,48,,,,.nc,1215887,,INPUT_L127,input-data-20221101,
gfs_ctrl.nc,FV3_input_data48,48,,400,,.nc,8553,,INPUT_L127_mx400,input-data-20221101,
gfs_data.tile1.nc,FV3_input_data48,48,,400,,.nc,42683465,,INPUT_L127_mx400,input-data-20221101,
gfs_data.tile2.nc,FV3_input_data48,48,,400,,.nc,42683465,,INPUT_L127_mx400,input-data-20221101,
gfs_data.tile3.nc,FV3_input_data48,48,,400,,.nc,42683465,,INPUT_L127_mx400,input-data-20221101,
gfs_data.tile4.nc,FV3_input_data48,48,,400,,.nc,42683465,,INPUT_L127_mx400,input-data-20221101,
gfs_data.tile5.nc,FV3_input_data48,48,,400,,.nc,42683465,,INPUT_L127_mx400,input-data-20221101,
gfs_data.tile6.nc,FV3_input_data48,48,,400,,.nc,42683465,,INPUT_L127_mx400,input-data-20221101,
sfc_data.tile1.nc,FV3_input_data48,48,,400,,.nc,1260121,,INPUT_L127_mx400,input-data-20221101,
sfc_data.tile2.nc,FV3_input_data48,48,,400,,.nc,1260121,,INPUT_L127_mx400,input-data-20221101,
sfc_data.tile3.nc,FV3_input_data48,48,,400,,.nc,1260121,,INPUT_L127_mx400,input-data-20221101,
sfc_data.tile4.nc,FV3_input_data48,48,,400,,.nc,1260121,,INPUT_L127_mx400,input-data-20221101,
sfc_data.tile5.nc,FV3_input_data48,48,,400,,.nc,1260121,,INPUT_L127_mx400,input-data-20221101,
sfc_data.tile6.nc,FV3_input_data48,48,,400,,.nc,1260121,,INPUT_L127_mx400,input-data-20221101,
gfs_ctrl.nc,FV3_input_data48,48,,500,,.nc,8553,,INPUT_L127_mx500,input-data-20221101,
gfs_data.tile1.nc,FV3_input_data48,48,,500,,.nc,42683465,,INPUT_L127_mx500,input-data-20221101,
gfs_data.tile2.nc,FV3_input_data48,48,,500,,.nc,42683465,,INPUT_L127_mx500,input-data-20221101,
gfs_data.tile3.nc,FV3_input_data48,48,,500,,.nc,42683465,,INPUT_L127_mx500,input-data-20221101,
gfs_data.tile4.nc,FV3_input_data48,48,,500,,.nc,42683465,,INPUT_L127_mx500,input-data-20221101,
gfs_data.tile5.nc,FV3_input_data48,48,,500,,.nc,42683465,,INPUT_L127_mx500,input-data-20221101,
gfs_data.tile6.nc,FV3_input_data48,48,,500,,.nc,42683465,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile1.nc,FV3_input_data48,48,,500,,.nc,1260121,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile2.nc,FV3_input_data48,48,,500,,.nc,1260121,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile3.nc,FV3_input_data48,48,,500,,.nc,1260121,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile4.nc,FV3_input_data48,48,,500,,.nc,1260121,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile5.nc,FV3_input_data48,48,,500,,.nc,1260121,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile6.nc,FV3_input_data48,48,,500,,.nc,1260121,,INPUT_L127_mx500,input-data-20221101,
ca_data.tile1.nc,FV3_input_data48,48,,500,,.nc,481548,,INPUT_L127_mx500,input-data-20221101,
ca_data.tile2.nc,FV3_input_data48,48,,500,,.nc,481548,,INPUT_L127_mx500,input-data-20221101,
ca_data.tile3.nc,FV3_input_data48,48,,500,,.nc,481548,,INPUT_L127_mx500,input-data-20221101,
ca_data.tile4.nc,FV3_input_data48,48,,500,,.nc,481548,,INPUT_L127_mx500,input-data-20221101,
ca_data.tile5.nc,FV3_input_data48,48,,500,,.nc,481548,,INPUT_L127_mx500,input-data-20221101,
ca_data.tile6.nc,FV3_input_data48,48,,500,,.nc,481548,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.nc,FV3_input_data48,48,,500,,.nc,19808,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.tile1.nc,FV3_input_data48,48,,500,,.nc,18863236,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.tile2.nc,FV3_input_data48,48,,500,,.nc,18863236,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.tile3.nc,FV3_input_data48,48,,500,,.nc,18863236,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.tile4.nc,FV3_input_data48,48,,500,,.nc,18863236,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.tile5.nc,FV3_input_data48,48,,500,,.nc,18863236,,INPUT_L127_mx500,input-data-20221101,
fv_core.res.tile6.nc,FV3_input_data48,48,,500,,.nc,18863236,,INPUT_L127_mx500,input-data-20221101,
fv_srf_wnd.res.tile1.nc,FV3_input_data48,48,,500,,.nc,54568,,INPUT_L127_mx500,input-data-20221101,
fv_srf_wnd.res.tile2.nc,FV3_input_data48,48,,500,,.nc,54568,,INPUT_L127_mx500,input-data-20221101,
fv_srf_wnd.res.tile3.nc,FV3_input_data48,48,,500,,.nc,54568,,INPUT_L127_mx500,input-data-20221101,
fv_srf_wnd.res.tile4.nc,FV3_input_data48,48,,500,,.nc,54568,,INPUT_L127_mx500,input-data-20221101,
fv_srf_wnd.res.tile5.nc,FV3_input_data48,48,,500,,.nc,54568,,INPUT_L127_mx500,input-data-20221101,
fv_srf_wnd.res.tile6.nc,FV3_input_data48,48,,500,,.nc,54568,,INPUT_L127_mx500,input-data-20221101,
fv_tracer.res.tile1.nc,FV3_input_data48,48,,500,,.nc,23428180,,INPUT_L127_mx500,input-data-20221101,
fv_tracer.res.tile2.nc,FV3_input_data48,48,,500,,.nc,23428180,,INPUT_L127_mx500,input-data-20221101,
fv_tracer.res.tile3.nc,FV3_input_data48,48,,500,,.nc,23428180,,INPUT_L127_mx500,input-data-20221101,
fv_tracer.res.tile4.nc,FV3_input_data48,48,,500,,.nc,23428180,,INPUT_L127_mx500,input-data-20221101,
fv_tracer.res.tile5.nc,FV3_input_data48,48,,500,,.nc,23428180,,INPUT_L127_mx500,input-data-20221101,
fv_tracer.res.tile6.nc,FV3_input_data48,48,,500,,.nc,23428180,,INPUT_L127_mx500,input-data-20221101,
gfs_ctrl.nc,FV3_input_data48,48,,500,,.nc,8553,,INPUT_L127_mx500,input-data-20221101,
phy_data.tile1.nc,FV3_input_data48,48,,500,,.nc,9697404,,INPUT_L127_mx500,input-data-20221101,
phy_data.tile2.nc,FV3_input_data48,48,,500,,.nc,9697404,,INPUT_L127_mx500,input-data-20221101,
phy_data.tile3.nc,FV3_input_data48,48,,500,,.nc,9697404,,INPUT_L127_mx500,input-data-20221101,
phy_data.tile4.nc,FV3_input_data48,48,,500,,.nc,9697404,,INPUT_L127_mx500,input-data-20221101,
phy_data.tile5.nc,FV3_input_data48,48,,500,,.nc,9697404,,INPUT_L127_mx500,input-data-20221101,
phy_data.tile6.nc,FV3_input_data48,48,,500,,.nc,9697404,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile1.nc,FV3_input_data48,48,,500,,.nc,2478916,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile2.nc,FV3_input_data48,48,,500,,.nc,2478916,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile3.nc,FV3_input_data48,48,,500,,.nc,2478916,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile4.nc,FV3_input_data48,48,,500,,.nc,2478916,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile5.nc,FV3_input_data48,48,,500,,.nc,2478916,,INPUT_L127_mx500,input-data-20221101,
sfc_data.tile6.nc,FV3_input_data48,48,,500,,.nc,2478916,,INPUT_L127_mx500,input-data-20221101,
C48.mx500_oro_data.tile1.nc,FV3_input_data48,48,,500,,.nc,226627,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500_oro_data.tile2.nc,FV3_input_data48,48,,500,,.nc,226627,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500_oro_data.tile3.nc,FV3_input_data48,48,,500,,.nc,226627,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500_oro_data.tile4.nc,FV3_input_data48,48,,500,,.nc,226627,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500_oro_data.tile5.nc,FV3_input_data48,48,,500,,.nc,226627,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500_oro_data.tile6.nc,FV3_input_data48,48,,500,,.nc,226627,,INPUT_L127_v2_sfc,input-data-20221101,
C48_grid.tile1.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127_v2_sfc,input-data-20221101,
C48_grid.tile2.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127_v2_sfc,input-data-20221101,
C48_grid.tile3.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127_v2_sfc,input-data-20221101,
C48_grid.tile4.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127_v2_sfc,input-data-20221101,
C48_grid.tile5.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127_v2_sfc,input-data-20221101,
C48_grid.tile6.nc,FV3_input_data48,48,,,,.nc,539002,,INPUT_L127_v2_sfc,input-data-20221101,
C48_mosaic.nc,FV3_input_data48,48,,,,.nc,22010,,INPUT_L127_v2_sfc,input-data-20221101,
chgres.nml,FV3_input_data48,48,,,,.nml,988,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.facsf.tile1.nc,FV3_input_data48,48,,500,,.nc,36601,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.facsf.tile2.nc,FV3_input_data48,48,,500,,.nc,36601,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.facsf.tile3.nc,FV3_input_data48,48,,500,,.nc,36601,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.facsf.tile4.nc,FV3_input_data48,48,,500,,.nc,36601,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.facsf.tile5.nc,FV3_input_data48,48,,500,,.nc,36601,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.facsf.tile6.nc,FV3_input_data48,48,,500,,.nc,36601,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.maximum_snow_albedo.tile1.nc,FV3_input_data48,48,,500,,.nc,36546,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.maximum_snow_albedo.tile2.nc,FV3_input_data48,48,,500,,.nc,36546,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.maximum_snow_albedo.tile3.nc,FV3_input_data48,48,,500,,.nc,36546,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.maximum_snow_albedo.tile4.nc,FV3_input_data48,48,,500,,.nc,36546,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.maximum_snow_albedo.tile5.nc,FV3_input_data48,48,,500,,.nc,36546,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.maximum_snow_albedo.tile6.nc,FV3_input_data48,48,,500,,.nc,36546,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.slope_type.tile1.nc,FV3_input_data48,48,,500,,.nc,36606,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.slope_type.tile2.nc,FV3_input_data48,48,,500,,.nc,36606,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.slope_type.tile3.nc,FV3_input_data48,48,,500,,.nc,36606,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.slope_type.tile4.nc,FV3_input_data48,48,,500,,.nc,36606,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.slope_type.tile5.nc,FV3_input_data48,48,,500,,.nc,36606,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.slope_type.tile6.nc,FV3_input_data48,48,,500,,.nc,36606,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.snowfree_albedo.tile1.nc,FV3_input_data48,48,,500,,.nc,475004,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.snowfree_albedo.tile2.nc,FV3_input_data48,48,,500,,.nc,475004,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.snowfree_albedo.tile3.nc,FV3_input_data48,48,,500,,.nc,475004,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.snowfree_albedo.tile4.nc,FV3_input_data48,48,,500,,.nc,475004,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.snowfree_albedo.tile5.nc,FV3_input_data48,48,,500,,.nc,475004,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.snowfree_albedo.tile6.nc,FV3_input_data48,48,,500,,.nc,475004,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_color.tile1.nc,FV3_input_data48,48,,500,,.nc,36669,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_color.tile2.nc,FV3_input_data48,48,,500,,.nc,36669,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_color.tile3.nc,FV3_input_data48,48,,500,,.nc,36669,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_color.tile4.nc,FV3_input_data48,48,,500,,.nc,36669,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_color.tile5.nc,FV3_input_data48,48,,500,,.nc,36669,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_color.tile6.nc,FV3_input_data48,48,,500,,.nc,36669,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_type.tile1.nc,FV3_input_data48,48,,500,,.nc,36536,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_type.tile2.nc,FV3_input_data48,48,,500,,.nc,36536,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_type.tile3.nc,FV3_input_data48,48,,500,,.nc,36536,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_type.tile4.nc,FV3_input_data48,48,,500,,.nc,36536,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_type.tile5.nc,FV3_input_data48,48,,500,,.nc,36536,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.soil_type.tile6.nc,FV3_input_data48,48,,500,,.nc,36536,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.substrate_temperature.tile1.nc,FV3_input_data48,48,,500,,.nc,36651,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.substrate_temperature.tile2.nc,FV3_input_data48,48,,500,,.nc,36651,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.substrate_temperature.tile3.nc,FV3_input_data48,48,,500,,.nc,36651,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.substrate_temperature.tile4.nc,FV3_input_data48,48,,500,,.nc,36651,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.substrate_temperature.tile5.nc,FV3_input_data48,48,,500,,.nc,36651,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.substrate_temperature.tile6.nc,FV3_input_data48,48,,500,,.nc,36651,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_greenness.tile1.nc,FV3_input_data48,48,,500,,.nc,137967,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_greenness.tile2.nc,FV3_input_data48,48,,500,,.nc,137967,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_greenness.tile3.nc,FV3_input_data48,48,,500,,.nc,137967,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_greenness.tile4.nc,FV3_input_data48,48,,500,,.nc,137967,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_greenness.tile5.nc,FV3_input_data48,48,,500,,.nc,137967,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_greenness.tile6.nc,FV3_input_data48,48,,500,,.nc,137967,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_type.tile1.nc,FV3_input_data48,48,,500,,.nc,36645,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_type.tile2.nc,FV3_input_data48,48,,500,,.nc,36645,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_type.tile3.nc,FV3_input_data48,48,,500,,.nc,36645,,INPUT_L127_v2_sfc,input-data-20221101,
C48.mx500.vegetation_type.tile4.nc,FV3_input_data48,48,,500,,.nc,36645,,INPUT_L127_v2_sfc,input-data-20221101,
