Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,File Size (Bytes),Category,Sub-Category,Dataset,Version
oro_data_ls.tile6.nc,FV3_hafs_input_data,,,,,.nc,1771216,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ls.tile7.nc,FV3_hafs_input_data,,,,,.nc,1556944,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.nest02.tile7.nc,FV3_hafs_input_data,,,,,.nc,1556900,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile1.nc,FV3_hafs_input_data,,,,,.nc,1771172,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile2.nc,FV3_hafs_input_data,,,,,.nc,1771172,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile3.nc,FV3_hafs_input_data,,,,,.nc,1771172,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile4.nc,FV3_hafs_input_data,,,,,.nc,1771172,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile5.nc,FV3_hafs_input_data,,,,,.nc,1771172,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile6.nc,FV3_hafs_input_data,,,,,.nc,1771172,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile7.nc,FV3_hafs_input_data,,,,,.nc,1556900,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.nest02.tile7.nc,FV3_hafs_input_data,,,,,.nc,2667599,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile1.nc,FV3_hafs_input_data,,,,,.nc,4699919,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile2.nc,FV3_hafs_input_data,,,,,.nc,4699919,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile3.nc,FV3_hafs_input_data,,,,,.nc,4699919,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile4.nc,FV3_hafs_input_data,,,,,.nc,4699919,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile5.nc,FV3_hafs_input_data,,,,,.nc,4699919,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile6.nc,FV3_hafs_input_data,,,,,.nc,4699919,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile7.nc,FV3_hafs_input_data,,,,,.nc,2667599,,INPUT_hafs_global_storm_following_1nest_atm,input-data-20221101,
C96_grid.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,12958876,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_grid.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,13613020,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_grid.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,13834652,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_grid.tile7.nc,FV3_hafs_input_data,96,,,,.nc,13613020,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_mosaic.nc,FV3_hafs_input_data,96,,,,.nc,15961,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_oro_data.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,4628354,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_oro_data.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,4861634,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_oro_data.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,4940674,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_oro_data_ls.tile7.nc,FV3_hafs_input_data,96,,,,.nc,3049936,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C96_oro_data_ss.tile7.nc,FV3_hafs_input_data,96,,,,.nc,3049892,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
gfs_bndy.tile7.000.nc,FV3_hafs_input_data,,,,,.nc,50429381,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
gfs_bndy.tile7.003.nc,FV3_hafs_input_data,,,,,.nc,50429791,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
gfs_bndy.tile7.006.nc,FV3_hafs_input_data,,,,,.nc,50429791,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
gfs_ctrl.nc,FV3_hafs_input_data,,,,,.nc,7545,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
gfs_data.nc,FV3_hafs_input_data,,,,,.nc,226761823,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
gfs_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,509992543,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
grid.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,29106076,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
grid.tile7.halo0.nc,FV3_hafs_input_data,,,,,.nc,12958876,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
grid.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,13834652,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
grid_spec.nc,FV3_hafs_input_data,,,,,.nc,15961,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data.nc,FV3_hafs_input_data,,,,,.nc,4628354,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,10388354,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,4940674,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data_ls.nc,FV3_hafs_input_data,,,,,.nc,3049936,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data_ls.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,6222544,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data_ls.tile8.nc,FV3_hafs_input_data,,,,,.nc,6222544,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data_ss.nc,FV3_hafs_input_data,,,,,.nc,3049892,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data_ss.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
oro_data_ss.tile8.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
sfc_data.nc,FV3_hafs_input_data,,,,,.nc,29086607,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
sfc_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,65375567,,INPUT_hafs_regional_1nest_atm,input-data-20221101,
C192_grid.tile7.halo0.nc,FV3_hafs_input_data,192,,,,.nc,96891655,,INPUT_hafs_regional_atm,input-data-20221101,
C192_grid.tile7.halo3.nc,FV3_hafs_input_data,192,,,,.nc,98674759,,INPUT_hafs_regional_atm,input-data-20221101,
C192_grid.tile7.halo4.nc,FV3_hafs_input_data,192,,,,.nc,99272711,,INPUT_hafs_regional_atm,input-data-20221101,
C192_grid.tile7.nc,FV3_hafs_input_data,192,,,,.nc,98674759,,INPUT_hafs_regional_atm,input-data-20221101,
C192_mosaic.nc,FV3_hafs_input_data,192,,,,.nc,9374,,INPUT_hafs_regional_atm,input-data-20221101,
C192_oro_data.tile7.halo0.nc,FV3_hafs_input_data,192,,,,.nc,34580354,,INPUT_hafs_regional_atm,input-data-20221101,
C192_oro_data.tile7.halo3.nc,FV3_hafs_input_data,192,,,,.nc,35216834,,INPUT_hafs_regional_atm,input-data-20221101,
C192_oro_data.tile7.halo4.nc,FV3_hafs_input_data,192,,,,.nc,35430274,,INPUT_hafs_regional_atm,input-data-20221101,
C192_oro_data_ls.tile7.nc,FV3_hafs_input_data,192,,,,.nc,21504976,,INPUT_hafs_regional_atm,input-data-20221101,
C192_oro_data_ss.tile7.nc,FV3_hafs_input_data,192,,,,.nc,21504932,,INPUT_hafs_regional_atm,input-data-20221101,
gfs_bndy.tile7.000.nc,FV3_hafs_input_data,,,,,.nc,193920005,,INPUT_hafs_regional_atm,input-data-20221101,
gfs_bndy.tile7.003.nc,FV3_hafs_input_data,,,,,.nc,193920415,,INPUT_hafs_regional_atm,input-data-20221101,
gfs_bndy.tile7.006.nc,FV3_hafs_input_data,,,,,.nc,193920415,,INPUT_hafs_regional_atm,input-data-20221101,
gfs_ctrl.nc,FV3_hafs_input_data,,,,,.nc,7977,,INPUT_hafs_regional_atm,input-data-20221101,
gfs_data.nc,FV3_hafs_input_data,,,,,.nc,2399471263,,INPUT_hafs_regional_atm,input-data-20221101,
grid.tile7.halo0.nc,FV3_hafs_input_data,,,,,.nc,96891655,,INPUT_hafs_regional_atm,input-data-20221101,
grid.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,99272711,,INPUT_hafs_regional_atm,input-data-20221101,
grid_spec.nc,FV3_hafs_input_data,,,,,.nc,9374,,INPUT_hafs_regional_atm,input-data-20221101,
oro_data.nc,FV3_hafs_input_data,,,,,.nc,34580354,,INPUT_hafs_regional_atm,input-data-20221101,
oro_data.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,35430274,,INPUT_hafs_regional_atm,input-data-20221101,
oro_data_ls.nc,FV3_hafs_input_data,,,,,.nc,21504976,,INPUT_hafs_regional_atm,input-data-20221101,
oro_data_ss.nc,FV3_hafs_input_data,,,,,.nc,21504932,,INPUT_hafs_regional_atm,input-data-20221101,
sfc_data.nc,FV3_hafs_input_data,,,,,.nc,217787567,,INPUT_hafs_regional_atm,input-data-20221101,
C96_grid.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,12958878,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_grid.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,13613022,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_grid.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,13834654,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_grid.tile7.nc,FV3_hafs_input_data,96,,,,.nc,13613022,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_grid.tile8.nc,FV3_hafs_input_data,96,,,,.nc,29106078,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_mosaic.nc,FV3_hafs_input_data,96,,,,.nc,15964,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_oro_data.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,4628354,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_oro_data.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,4861634,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_oro_data.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,4940674,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_oro_data_ls.tile7.nc,FV3_hafs_input_data,96,,,,.nc,3049936,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_oro_data_ss.tile7.nc,FV3_hafs_input_data,96,,,,.nc,3049892,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_bndy.tile7.000.nc,FV3_hafs_input_data,,,,,.nc,50429381,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_bndy.tile7.003.nc,FV3_hafs_input_data,,,,,.nc,50429791,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_bndy.tile7.006.nc,FV3_hafs_input_data,,,,,.nc,50429791,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_ctrl.nc,FV3_hafs_input_data,,,,,.nc,7545,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_data.nc,FV3_hafs_input_data,,,,,.nc,226761823,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,509992543,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_data.tile7.nc,FV3_hafs_input_data,,,,,.nc,226761823,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
gfs_data.tile8.nc,FV3_hafs_input_data,,,,,.nc,509992543,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
grid.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,29106078,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
grid.tile7.halo0.nc,FV3_hafs_input_data,,,,,.nc,12958878,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
grid.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,13834654,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
grid_spec.nc,FV3_hafs_input_data,,,,,.nc,15964,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
facsf.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,6229753,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
grid.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,116254879,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
grid.tile1.nc,FV3_hafs_input_data,,,,,.nc,12958878,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
maximum_snow_albedo.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,6229698,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,41492354,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data.tile1.nc,FV3_hafs_input_data,,,,,.nc,4628354,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ls.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,25721296,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ls.tile1.nc,FV3_hafs_input_data,,,,,.nc,3049936,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,25721252,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile1.nc,FV3_hafs_input_data,,,,,.nc,3049892,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
slope_type.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,6229758,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
snowfree_albedo.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,103694204,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
soil_type.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,6229688,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
substrate_temperature.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,6229803,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
vegetation_greenness.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,29039343,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
vegetation_type.tile1.3x.nc,FV3_hafs_input_data,,,,,.nc,6229694,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data.nc,FV3_hafs_input_data,,,,,.nc,4628354,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,10388354,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,4940674,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data.tile8.nc,FV3_hafs_input_data,,,,,.nc,10388354,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ls.nc,FV3_hafs_input_data,,,,,.nc,3049936,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ls.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,6222544,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ls.tile8.nc,FV3_hafs_input_data,,,,,.nc,6222544,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.nc,FV3_hafs_input_data,,,,,.nc,3049892,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
oro_data_ss.tile8.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
sfc_data.nc,FV3_hafs_input_data,,,,,.nc,29086607,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
sfc_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,65375567,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile7.nc,FV3_hafs_input_data,,,,,.nc,29086607,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
sfc_data.tile8.nc,FV3_hafs_input_data,,,,,.nc,65375567,,INPUT_hafs_regional_storm_following_1nest_atm,input-data-20221101,
C96_grid.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,12958876,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_grid.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,13613020,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_grid.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,13834652,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_grid.tile7.nc,FV3_hafs_input_data,96,,,,.nc,13613020,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_mosaic.nc,FV3_hafs_input_data,96,,,,.nc,17521,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_oro_data.tile7.halo0.nc,FV3_hafs_input_data,96,,,,.nc,4628354,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_oro_data.tile7.halo3.nc,FV3_hafs_input_data,96,,,,.nc,4861634,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_oro_data.tile7.halo4.nc,FV3_hafs_input_data,96,,,,.nc,4940674,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_oro_data_ls.tile7.nc,FV3_hafs_input_data,96,,,,.nc,3049936,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
C96_oro_data_ss.tile7.nc,FV3_hafs_input_data,96,,,,.nc,3049892,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_bndy.tile7.000.nc,FV3_hafs_input_data,,,,,.nc,50429381,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_bndy.tile7.003.nc,FV3_hafs_input_data,,,,,.nc,50429791,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_bndy.tile7.006.nc,FV3_hafs_input_data,,,,,.nc,50429791,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_ctrl.nc,FV3_hafs_input_data,,,,,.nc,7545,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_data.nc,FV3_hafs_input_data,,,,,.nc,226761823,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,509992543,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
gfs_data.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,509992543,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
grid.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,29106076,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
grid.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,29106076,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
grid.tile7.halo0.nc,FV3_hafs_input_data,,,,,.nc,12958876,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
grid.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,13834652,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
grid_spec.nc,FV3_hafs_input_data,,,,,.nc,17521,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data.nc,FV3_hafs_input_data,,,,,.nc,4628354,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,10388354,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,10388354,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data.tile7.halo4.nc,FV3_hafs_input_data,,,,,.nc,4940674,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ls.nc,FV3_hafs_input_data,,,,,.nc,3049936,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ls.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,6222544,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ls.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,6222464,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ls.tile8.nc,FV3_hafs_input_data,,,,,.nc,6222544,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ls.tile9.nc,FV3_hafs_input_data,,,,,.nc,6222464,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ss.nc,FV3_hafs_input_data,,,,,.nc,3049892,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ss.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ss.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ss.tile8.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
oro_data_ss.tile9.nc,FV3_hafs_input_data,,,,,.nc,6222500,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
sfc_data.nc,FV3_hafs_input_data,,,,,.nc,29086607,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
sfc_data.nest02.tile2.nc,FV3_hafs_input_data,,,,,.nc,65375567,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
sfc_data.nest03.tile3.nc,FV3_hafs_input_data,,,,,.nc,65375567,,INPUT_hafs_regional_telescopic_2nests_atm,input-data-20221101,
mom6_mesh.nc,FV3_hafs_input_data,,,,,.nc,40274929,,MOM6_regional_input_data,input-data-20221101,
ocean_chla.nc,FV3_hafs_input_data,,,,,.nc,34501016,,MOM6_regional_input_data,input-data-20221101,
ocean_geothermal.nc,FV3_hafs_input_data,,,,,.nc,5790279,,MOM6_regional_input_data,input-data-20221101,
ocean_hgrid.nc,FV3_hafs_input_data,,,,,.nc,138057400,,MOM6_regional_input_data,input-data-20221101,
ocean_mask.nc,FV3_hafs_input_data,,,,,.nc,5764400,,MOM6_regional_input_data,input-data-20221101,
ocean_mosaic.nc,FV3_hafs_input_data,,,,,.nc,18052,,MOM6_regional_input_data,input-data-20221101,
ocean_runoff_monthly.nc,FV3_hafs_input_data,,,,,.nc,14523480,,MOM6_regional_input_data,input-data-20221101,
ocean_salt_restore.nc,FV3_hafs_input_data,,,,,.nc,49780848,,MOM6_regional_input_data,input-data-20221101,
ocean_ssh_ic.nc,FV3_hafs_input_data,,,,,.nc,5776876,,MOM6_regional_input_data,input-data-20221101,
ocean_ssh_obc_east.nc,FV3_hafs_input_data,,,,,.nc,56732,,MOM6_regional_input_data,input-data-20221101,
ocean_ssh_obc_north.nc,FV3_hafs_input_data,,,,,.nc,100912,,MOM6_regional_input_data,input-data-20221101,
ocean_ssh_obc_south.nc,FV3_hafs_input_data,,,,,.nc,100912,,MOM6_regional_input_data,input-data-20221101,
ocean_ssh_obc_west.nc,FV3_hafs_input_data,,,,,.nc,56732,,MOM6_regional_input_data,input-data-20221101,
ocean_sst_restore.nc,FV3_hafs_input_data,,,,,.nc,49780892,,MOM6_regional_input_data,input-data-20221101,
ocean_tidal_amplitude.nc,FV3_hafs_input_data,,,,,.nc,5790079,,MOM6_regional_input_data,input-data-20221101,
ocean_topog.nc,FV3_hafs_input_data,,,,,.nc,8623516,,MOM6_regional_input_data,input-data-20221101,
ocean_ts_ic.nc,FV3_hafs_input_data,,,,,.nc,316168077,,MOM6_regional_input_data,input-data-20221101,
ocean_ts_obc_east.nc,FV3_hafs_input_data,,,,,.nc,3392488,,MOM6_regional_input_data,input-data-20221101,
ocean_ts_obc_north.nc,FV3_hafs_input_data,,,,,.nc,6079192,,MOM6_regional_input_data,input-data-20221101,
ocean_ts_obc_south.nc,FV3_hafs_input_data,,,,,.nc,6079192,,MOM6_regional_input_data,input-data-20221101,
ocean_ts_obc_west.nc,FV3_hafs_input_data,,,,,.nc,3392488,,MOM6_regional_input_data,input-data-20221101,
ocean_uv_ic.nc,FV3_hafs_input_data,,,,,.nc,633050124,,MOM6_regional_input_data,input-data-20221101,
ocean_uv_obc_east.nc,FV3_hafs_input_data,,,,,.nc,3392456,,MOM6_regional_input_data,input-data-20221101,
ocean_uv_obc_north.nc,FV3_hafs_input_data,,,,,.nc,6079160,,MOM6_regional_input_data,input-data-20221101,
ocean_uv_obc_south.nc,FV3_hafs_input_data,,,,,.nc,6079160,,MOM6_regional_input_data,input-data-20221101,
ocean_uv_obc_west.nc,FV3_hafs_input_data,,,,,.nc,3392456,,MOM6_regional_input_data,input-data-20221101,
ocean_vgrid.nc,FV3_hafs_input_data,,,,,.nc,8018,,MOM6_regional_input_data,input-data-20221101,
wind.natl_6m_2020082512,FV3_hafs_input_data,,,,,.natl_6m_2020082512,136686728,,WW3_hafs_regional_input_data,input-data-20221101,
global_mxsnoalb.uariz.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,2582138,,,input-data-20221101,
global_snoclim.1.875.grb,FV3_hafs_input_data,,,,,.grb,438768,,,input-data-20221101,
global_snowfree_albedo.bosu.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,123942624,,,input-data-20221101,
global_soilmgldas.t1534.3072.1536.grb,FV3_hafs_input_data,,,,,.grb,112208352,,,input-data-20221101,
global_soiltype.statsgo.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,1386804,,,input-data-20221101,
global_vegtype.igbp.t1534.3072.1536.rg.grb,FV3_hafs_input_data,,,,,.grb,1586026,,,input-data-20221101,
seaice_newland.grb,FV3_hafs_input_data,,,,,.grb,32484,,,input-data-20221101,
DETAMPNEW_DATA.expanded_rain_LE,FV3_input_data,,,,,.expanded_rain_LE,86408,,,input-data-20221101,
GENPARM.TBL,FV3_input_data,,,,,.TBL,245,,,input-data-20221101,
C96_grid.tile1.nc,FV3_input_data,96,,,,.nc,2094935,,INPUT,input-data-20221101,
C96_grid.tile2.nc,FV3_input_data,96,,,,.nc,2094935,,INPUT,input-data-20221101,
