Data File,Test Name,Compiler,Category,File Size (Bytes),Data Format,Dataset
20210323.060000.sfc_data.tile4.nc,cpld_control_ciceC_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,cpld_control_ciceC_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,cpld_control_ciceC_p8,intel,RESTART,10392407,.nc,develop-20231108
iced.2021-03-23-21600.nc,cpld_control_ciceC_p8,intel,RESTART,155753396,.nc,develop-20231108
ufs.cpld.cpl.r.2021-03-23-21600.nc,cpld_control_ciceC_p8,intel,RESTART,163084604,.nc,develop-20231108
atmf021.tile1.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile2.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile3.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile4.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile5.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile6.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile1.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile2.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile3.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile4.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile5.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile6.nc,cpld_control_ciceC_p8,intel,,178142440,.nc,develop-20231108
gocart.inst_aod.20210323_0600z.nc4,cpld_control_ciceC_p8,intel,,29186100,.nc4,develop-20231108
sfcf021.tile1.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile2.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile3.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile4.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile5.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile6.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile1.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile2.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile3.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile4.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile5.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile6.nc,cpld_control_ciceC_p8,intel,,10772940,.nc,develop-20231108
20210323.060000.MOM.res.nc,cpld_control_noaero_p8_agrid,intel,RESTART,916273820,.nc,develop-20231108
20210323.060000.coupler.res,cpld_control_noaero_p8_agrid,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,cpld_control_noaero_p8_agrid,intel,RESTART,21880,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,cpld_control_noaero_p8_agrid,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,cpld_control_noaero_p8_agrid,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,cpld_control_noaero_p8_agrid,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,cpld_control_noaero_p8_agrid,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,cpld_control_noaero_p8_agrid,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,cpld_control_noaero_p8_agrid,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,cpld_control_noaero_p8_agrid,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,cpld_control_noaero_p8_agrid,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,cpld_control_noaero_p8_agrid,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,cpld_control_noaero_p8_agrid,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,cpld_control_noaero_p8_agrid,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,cpld_control_noaero_p8_agrid,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,cpld_control_noaero_p8_agrid,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,cpld_control_noaero_p8_agrid,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,cpld_control_noaero_p8_agrid,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,cpld_control_noaero_p8_agrid,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,cpld_control_noaero_p8_agrid,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,cpld_control_noaero_p8_agrid,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,cpld_control_noaero_p8_agrid,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,cpld_control_noaero_p8_agrid,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,cpld_control_noaero_p8_agrid,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,cpld_control_noaero_p8_agrid,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,cpld_control_noaero_p8_agrid,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,cpld_control_noaero_p8_agrid,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,cpld_control_noaero_p8_agrid,intel,RESTART,10316850,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,cpld_control_noaero_p8_agrid,intel,RESTART,10316850,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,cpld_control_noaero_p8_agrid,intel,RESTART,10316850,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,cpld_control_noaero_p8_agrid,intel,RESTART,10316850,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,cpld_control_noaero_p8_agrid,intel,RESTART,10316850,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,cpld_control_noaero_p8_agrid,intel,RESTART,10316850,.nc,develop-20231108
iced.2021-03-23-21600.nc,cpld_control_noaero_p8_agrid,intel,RESTART,146536948,.nc,develop-20231108
ufs.cpld.cpl.r.2021-03-23-21600.nc,cpld_control_noaero_p8_agrid,intel,RESTART,123927572,.nc,develop-20231108
atmf021.tile1.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf021.tile2.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf021.tile3.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf021.tile4.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf021.tile5.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf021.tile6.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf024.tile1.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf024.tile2.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf024.tile3.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf024.tile4.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf024.tile5.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
atmf024.tile6.nc,cpld_control_noaero_p8_agrid,intel,,61092828,.nc,develop-20231108
sfcf021.tile1.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf021.tile2.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf021.tile3.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf021.tile4.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf021.tile5.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf021.tile6.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf024.tile1.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf024.tile2.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf024.tile3.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf024.tile4.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf024.tile5.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
sfcf024.tile6.nc,cpld_control_noaero_p8_agrid,intel,,6088508,.nc,develop-20231108
20210323.060000.out_grd.ww3,cpld_control_noaero_p8,intel,,5442590,.ww3,develop-20231108
20210323.060000.out_pnt.ww3,cpld_control_noaero_p8,intel,,604165,.ww3,develop-20231108
20210323.060000.MOM.res.nc,cpld_control_noaero_p8,intel,RESTART,916273820,.nc,develop-20231108
20210323.060000.coupler.res,cpld_control_noaero_p8,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,cpld_control_noaero_p8,intel,RESTART,21880,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,cpld_control_noaero_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,cpld_control_noaero_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,cpld_control_noaero_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,cpld_control_noaero_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,cpld_control_noaero_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,cpld_control_noaero_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,cpld_control_noaero_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,cpld_control_noaero_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,cpld_control_noaero_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,cpld_control_noaero_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,cpld_control_noaero_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,cpld_control_noaero_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,cpld_control_noaero_p8,intel,RESTART,93807404,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,cpld_control_noaero_p8,intel,RESTART,93807404,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,cpld_control_noaero_p8,intel,RESTART,93807404,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,cpld_control_noaero_p8,intel,RESTART,93807404,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,cpld_control_noaero_p8,intel,RESTART,93807404,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,cpld_control_noaero_p8,intel,RESTART,93807404,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,cpld_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,cpld_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,cpld_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,cpld_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,cpld_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,cpld_control_noaero_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,cpld_control_noaero_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,cpld_control_noaero_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,cpld_control_noaero_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,cpld_control_noaero_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,cpld_control_noaero_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,cpld_control_noaero_p8,intel,RESTART,10392407,.nc,develop-20231108
iced.2021-03-23-21600.nc,cpld_control_noaero_p8,intel,RESTART,146536948,.nc,develop-20231108
ufs.cpld.cpl.r.2021-03-23-21600.nc,cpld_control_noaero_p8,intel,RESTART,163084604,.nc,develop-20231108
atmf021.tile1.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf021.tile2.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf021.tile3.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf021.tile4.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf021.tile5.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf021.tile6.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf024.tile1.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf024.tile2.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf024.tile3.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf024.tile4.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf024.tile5.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
atmf024.tile6.nc,cpld_control_noaero_p8,intel,,61092828,.nc,develop-20231108
sfcf021.tile1.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf021.tile2.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf021.tile3.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf021.tile4.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf021.tile5.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf021.tile6.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf024.tile1.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf024.tile2.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf024.tile3.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf024.tile4.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf024.tile5.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
sfcf024.tile6.nc,cpld_control_noaero_p8,intel,,6088508,.nc,develop-20231108
20210323.060000.out_grd.ww3,cpld_control_p8_faster,intel,,5442590,.ww3,develop-20231108
20210323.060000.out_pnt.ww3,cpld_control_p8_faster,intel,,604165,.ww3,develop-20231108
20210323.060000.MOM.res.nc,cpld_control_p8_faster,intel,RESTART,916273820,.nc,develop-20231108
20210323.060000.coupler.res,cpld_control_p8_faster,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,cpld_control_p8_faster,intel,RESTART,21880,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,cpld_control_p8_faster,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,cpld_control_p8_faster,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,cpld_control_p8_faster,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,cpld_control_p8_faster,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,cpld_control_p8_faster,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,cpld_control_p8_faster,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,cpld_control_p8_faster,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,cpld_control_p8_faster,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,cpld_control_p8_faster,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,cpld_control_p8_faster,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,cpld_control_p8_faster,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,cpld_control_p8_faster,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,cpld_control_p8_faster,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,cpld_control_p8_faster,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,cpld_control_p8_faster,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,cpld_control_p8_faster,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,cpld_control_p8_faster,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,cpld_control_p8_faster,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,cpld_control_p8_faster,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,cpld_control_p8_faster,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,cpld_control_p8_faster,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,cpld_control_p8_faster,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,cpld_control_p8_faster,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,cpld_control_p8_faster,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,cpld_control_p8_faster,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,cpld_control_p8_faster,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,cpld_control_p8_faster,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,cpld_control_p8_faster,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,cpld_control_p8_faster,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,cpld_control_p8_faster,intel,RESTART,10392407,.nc,develop-20231108
iced.2021-03-23-21600.nc,cpld_control_p8_faster,intel,RESTART,146536948,.nc,develop-20231108
ufs.cpld.cpl.r.2021-03-23-21600.nc,cpld_control_p8_faster,intel,RESTART,163084604,.nc,develop-20231108
atmf021.tile1.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf021.tile2.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf021.tile3.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf021.tile4.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf021.tile5.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf021.tile6.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf024.tile1.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf024.tile2.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf024.tile3.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf024.tile4.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf024.tile5.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
atmf024.tile6.nc,cpld_control_p8_faster,intel,,178142440,.nc,develop-20231108
gocart.inst_aod.20210323_0600z.nc4,cpld_control_p8_faster,intel,,29186100,.nc4,develop-20231108
sfcf021.tile1.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf021.tile2.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf021.tile3.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf021.tile4.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf021.tile5.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf021.tile6.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf024.tile1.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf024.tile2.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf024.tile3.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf024.tile4.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf024.tile5.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
sfcf024.tile6.nc,cpld_control_p8_faster,intel,,10772940,.nc,develop-20231108
20210323.060000.out_grd.ww3,cpld_control_p8,intel,,5442590,.ww3,develop-20231108
20210323.060000.out_pnt.ww3,cpld_control_p8,intel,,604165,.ww3,develop-20231108
20210323.060000.MOM.res.nc,cpld_control_p8,intel,RESTART,916273820,.nc,develop-20231108
20210323.060000.coupler.res,cpld_control_p8,intel,RESTART,300,.res,develop-20231108
20210323.060000.fv_core.res.nc,cpld_control_p8,intel,RESTART,21880,.nc,develop-20231108
20210323.060000.fv_core.res.tile1.nc,cpld_control_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile2.nc,cpld_control_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile3.nc,cpld_control_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile4.nc,cpld_control_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile5.nc,cpld_control_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_core.res.tile6.nc,cpld_control_p8,intel,RESTART,75325227,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile1.nc,cpld_control_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile2.nc,cpld_control_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile3.nc,cpld_control_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile4.nc,cpld_control_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile5.nc,cpld_control_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_srf_wnd.res.tile6.nc,cpld_control_p8,intel,RESTART,169927,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile1.nc,cpld_control_p8,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile2.nc,cpld_control_p8,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile3.nc,cpld_control_p8,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile4.nc,cpld_control_p8,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile5.nc,cpld_control_p8,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.fv_tracer.res.tile6.nc,cpld_control_p8,intel,RESTART,328275336,.nc,develop-20231108
20210323.060000.phy_data.tile1.nc,cpld_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile2.nc,cpld_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile3.nc,cpld_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile4.nc,cpld_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile5.nc,cpld_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.phy_data.tile6.nc,cpld_control_p8,intel,RESTART,39084643,.nc,develop-20231108
20210323.060000.sfc_data.tile1.nc,cpld_control_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile2.nc,cpld_control_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile3.nc,cpld_control_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile4.nc,cpld_control_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile5.nc,cpld_control_p8,intel,RESTART,10392407,.nc,develop-20231108
20210323.060000.sfc_data.tile6.nc,cpld_control_p8,intel,RESTART,10392407,.nc,develop-20231108
iced.2021-03-23-21600.nc,cpld_control_p8,intel,RESTART,146536948,.nc,develop-20231108
ufs.cpld.cpl.r.2021-03-23-21600.nc,cpld_control_p8,intel,RESTART,163084604,.nc,develop-20231108
atmf021.tile1.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile2.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile3.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile4.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile5.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf021.tile6.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile1.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile2.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile3.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile4.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile5.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
atmf024.tile6.nc,cpld_control_p8,intel,,178142440,.nc,develop-20231108
gocart.inst_aod.20210323_0600z.nc4,cpld_control_p8,intel,,29186100,.nc4,develop-20231108
sfcf021.tile1.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile2.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile3.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile4.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile5.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf021.tile6.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile1.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile2.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile3.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
sfcf024.tile4.nc,cpld_control_p8,intel,,10772940,.nc,develop-20231108
