Data File,UFS Component,Resolution (C),Ocean Resolution (o),Ocean Resolution (mx),Ocean Resolution (w/o symbol),Data Format,Category,Sub-Category,Dataset,File Size (Bytes),Version
CEDS.2019.emis.20120103.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15239367,2019
CEDS.2019.emis.20120104.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15239367,2019
CEDS.2019.emis.20120105.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15239367,2019
CEDS.2019.emis.20120106.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15239367,2019
CEDS.2019.emis.20120107.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15239367,2019
CEDS.2019.emis.20120401.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120402.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120403.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120404.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120405.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120406.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120407.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15241546,2019
CEDS.2019.emis.20120701.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20120702.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20120703.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20120704.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20120705.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20120706.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20120707.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15243305,2019
CEDS.2019.emis.20121001.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20121002.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20121003.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20121004.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20121005.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20121006.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20121007.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15246777,2019
CEDS.2019.emis.20130101.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130102.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130103.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130104.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130105.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130106.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130107.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15252489,2019
CEDS.2019.emis.20130401.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130402.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130403.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130404.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130405.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130406.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130407.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15253738,2019
CEDS.2019.emis.20130701.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20130702.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20130703.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20130704.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20130705.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20130706.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20130707.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15257802,2019
CEDS.2019.emis.20131001.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20131002.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20131003.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20131004.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20131005.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20131006.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20131007.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15262384,2019
CEDS.2019.emis.20210322.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15251463,2019
CEDS.2019.emis.20210323.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15251463,2019
CEDS.2019.emis.20210324.nc,GOCART,,,,,.nc,CEDS,p8c_5d,input-data-20221101,15251463,2019
MEGAN.OFFLINE.BIOVOC.2012.emis.20120101.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120102.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120103.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120104.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120105.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120106.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120107.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5496796,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120401.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120402.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120403.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120404.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120405.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120406.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120407.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5483676,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120701.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120702.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120703.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120704.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120705.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120706.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20120707.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5508953,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121001.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121002.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121003.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121004.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121005.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121006.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2012.emis.20121007.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5459275,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130101.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130102.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130103.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130104.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130105.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130106.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130107.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5395260,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130401.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130402.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130403.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130404.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130405.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130406.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130407.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5281536,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130701.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130702.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130703.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130704.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130705.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130706.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20130707.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5505840,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131001.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131002.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131003.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131004.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131005.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131006.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2013.emis.20131007.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,5444863,2019-10
MEGAN.OFFLINE.BIOVOC.2021.emis.20210322.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,12465946,2019-10
MEGAN.OFFLINE.BIOVOC.2021.emis.20210323.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,12465946,2019-10
MEGAN.OFFLINE.BIOVOC.2021.emis.20210324.nc,GOCART,,,,,.nc,MEGAN_OFFLINE_BVOC,p8c_5d,input-data-20221101,12465946,2019-10
DMSclim_sfcconcentration.x360_y181_t12.Lana2011.nc4,GOCART,,,,,.nc4,MERRA2,p8c_5d,input-data-20221101,3148191,
A2_ACCMIP_gmic_MERRA_oh_h2o2_no3.x144_y91_z127_t14.2012.nc,GOCART,,,,,.nc,PIESA,p8c_5d,input-data-20221101,374042162,
A2_ACCMIP_gmic_MERRA_oh_h2o2_no3.x144_y91_z127_t14.2013.nc,GOCART,,,,,.nc,PIESA,p8c_5d,input-data-20221101,374042162,
A2_ACCMIP_gmic_MERRA_oh_h2o2_no3.x144_y91_z127_t14.2021.nc,GOCART,,,,,.nc,PIESA,p8c_5d,input-data-20221101,374042162,
GMI.vmr_HNO3.x144_y91.t12.2006.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,160633818,
ARCTAS.region_mask.x540_y361.2008.nc,GOCART,,,,,.nc,PIESA,p8c_5d,input-data-20221101,784448,
GEIA.emis_NH3.ocean.x576_y361.t12.20080715_12z.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,1341180,
htap-v2.2.emis_bc.aviation_cds.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,11097708,
htap-v2.2.emis_bc.aviation_crs.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,72524739,
htap-v2.2.emis_bc.aviation_lto.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,2099395,
htap-v2.2.emis_oc.aviation_cds.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,11111813,
htap-v2.2.emis_oc.aviation_crs.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,72420790,
htap-v2.2.emis_oc.aviation_lto.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,2097834,
htap-v2.2.emis_so2.aviation_cds.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,11108140,
htap-v2.2.emis_so2.aviation_crs.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,72486452,
htap-v2.2.emis_so2.aviation_lto.x3600_y1800_t12.2010.nc4,GOCART,,,,,.nc4,PIESA,p8c_5d,input-data-20221101,2103740,
qfed2.emis_bc.006.20120101.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,931230,2012
qfed2.emis_bc.006.20120102.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,916635,2012
qfed2.emis_bc.006.20120103.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,934407,2012
qfed2.emis_bc.006.20120104.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,940358,2012
qfed2.emis_bc.006.20120105.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,957812,2012
qfed2.emis_bc.006.20120106.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,974485,2012
qfed2.emis_bc.006.20120107.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,962735,2012
qfed2.emis_nh3.006.20120101.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,931653,2012
qfed2.emis_nh3.006.20120102.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,918239,2012
qfed2.emis_nh3.006.20120103.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,935366,2012
qfed2.emis_nh3.006.20120104.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,940934,2012
qfed2.emis_nh3.006.20120105.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,958485,2012
qfed2.emis_nh3.006.20120106.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,975004,2012
qfed2.emis_nh3.006.20120107.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,963503,2012
qfed2.emis_oc.006.20120101.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,933219,2012
qfed2.emis_oc.006.20120102.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,919110,2012
qfed2.emis_oc.006.20120103.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,936746,2012
qfed2.emis_oc.006.20120104.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,942318,2012
qfed2.emis_oc.006.20120105.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,959924,2012
qfed2.emis_oc.006.20120106.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,975954,2012
qfed2.emis_oc.006.20120107.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,964347,2012
qfed2.emis_so2.006.20120101.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,930822,2012
qfed2.emis_so2.006.20120102.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,916823,2012
qfed2.emis_so2.006.20120103.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,934080,2012
qfed2.emis_so2.006.20120104.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,940027,2012
qfed2.emis_so2.006.20120105.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,957795,2012
qfed2.emis_so2.006.20120106.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,974504,2012
qfed2.emis_so2.006.20120107.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,962957,2012
qfed2.emis_bc.006.20120401.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1186005,2012
qfed2.emis_bc.006.20120402.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1158862,2012
qfed2.emis_bc.006.20120403.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1180435,2012
qfed2.emis_bc.006.20120404.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1215400,2012
qfed2.emis_bc.006.20120405.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1219142,2012
qfed2.emis_bc.006.20120406.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1229699,2012
qfed2.emis_bc.006.20120407.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1233099,2012
qfed2.emis_nh3.006.20120401.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1186779,2012
qfed2.emis_nh3.006.20120402.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1159313,2012
qfed2.emis_nh3.006.20120403.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1181306,2012
qfed2.emis_nh3.006.20120404.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1215236,2012
qfed2.emis_nh3.006.20120405.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1219713,2012
qfed2.emis_nh3.006.20120406.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1230159,2012
qfed2.emis_nh3.006.20120407.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1233785,2012
qfed2.emis_oc.006.20120401.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1187039,2012
qfed2.emis_oc.006.20120402.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1159702,2012
qfed2.emis_oc.006.20120403.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1182039,2012
qfed2.emis_oc.006.20120404.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1216876,2012
qfed2.emis_oc.006.20120405.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1220715,2012
qfed2.emis_oc.006.20120406.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1230960,2012
qfed2.emis_oc.006.20120407.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1234406,2012
qfed2.emis_so2.006.20120401.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1185686,2012
qfed2.emis_so2.006.20120402.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1158595,2012
qfed2.emis_so2.006.20120403.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1180809,2012
qfed2.emis_so2.006.20120404.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1214425,2012
qfed2.emis_so2.006.20120405.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1219324,2012
qfed2.emis_so2.006.20120406.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1229784,2012
qfed2.emis_so2.006.20120407.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1232970,2012
qfed2.emis_bc.006.20120701.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1008390,2012
qfed2.emis_bc.006.20120702.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1018840,2012
qfed2.emis_bc.006.20120703.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1041238,2012
qfed2.emis_bc.006.20120704.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1040737,2012
qfed2.emis_bc.006.20120705.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1041221,2012
qfed2.emis_bc.006.20120706.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1025031,2012
qfed2.emis_bc.006.20120707.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1047849,2012
qfed2.emis_nh3.006.20120701.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1009007,2012
qfed2.emis_nh3.006.20120702.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1019357,2012
qfed2.emis_nh3.006.20120703.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1041956,2012
qfed2.emis_nh3.006.20120704.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1041050,2012
qfed2.emis_nh3.006.20120705.nc4,GOCART,,,,,.nc4,QFED,p8c_5d,input-data-20221101,1041284,2012
